date,corridor,target_source_quote_date,rate,dist_min_10,favourability_percentile_20,ret_5,good,future_regret_bps,centered_benefit_bps
2019-10-29,KGS_RUB,2019-10-29,0.912689,0.003126909668031086,0.8,0.0013286113323633941,True,95.11454613784038,-0.2593137462555317
2019-10-29,TJS_RUB,2019-10-29,6.591330000000001,0.003715587039910595,0.8,0.0017157950407600264,True,97.38550489810228,-3.9981899734326607
2019-11-01,AMD_RUB,2019-11-01,0.13391,0.0023203592814371454,0.85,-0.003119207319342787,True,92.97289224105712,-3.596458182367212
2019-11-06,AMD_RUB,2019-11-06,0.132665,0.0,1.0,-0.011916731836293826,True,0.0,89.5262122162867
2019-11-06,KGS_RUB,2019-11-06,0.904008,0.0,1.0,-0.009511454613783998,True,0.0,97.46276331549208
2019-11-06,KZT_RUB,2019-11-06,0.162853,0.0,1.0,-0.010884023201433446,True,0.0,85.80059196813552
2019-11-06,TJS_RUB,2019-11-06,6.52714,0.0,1.0,-0.009738550489810205,True,0.0,94.8365437749944
2019-11-06,UZS_RUB,2019-11-06,0.00667878,0.0,1.0,-0.011985561703009018,True,0.0,95.04574957258362
2019-11-13,AMD_RUB,2019-11-13,0.133584,0.00692722270380286,0.8,0.00692722270380286,True,11.977482333215148,8.797129642621753
2019-11-13,UZS_RUB,2019-11-13,0.00672491,0.0069069500717195975,0.8,0.0069069500717195975,True,38.12690430057729,7.88342381723862
2019-11-19,AMD_RUB,2019-11-19,0.133447,0.005894546413899748,0.8,-0.001944550397510847,True,1.7235306900884246,19.907570467991665
2019-11-19,KGS_RUB,2019-11-19,0.910774,0.00748444704029172,0.85,-0.0028815225649930776,True,6.917193507939615,21.157932043663617
2019-11-19,TJS_RUB,2019-11-19,6.57626,0.007525501214927344,0.8,-0.0029443514542851768,True,7.32939391082544,20.784873953221503
2019-11-19,UZS_RUB,2019-11-19,0.00671097,0.004819742527826909,0.95,-0.0045700097007022045,True,17.434141413238184,22.393448284480844
2019-11-25,AMD_RUB,2019-11-23,0.133424,0.0,0.8,-0.001743268216404803,True,0.0,34.25885352348503
2019-11-25,KGS_RUB,2019-11-23,0.910144,0.0,0.9,-0.0027862783188541407,True,0.0,40.94031788394951
2019-11-25,TJS_RUB,2019-11-23,6.57144,0.0,0.9,-0.002487920908705865,True,0.0,41.76102923560612
2019-12-06,AMD_RUB,2019-12-06,0.133431,5.2464324259648976e-05,0.85,-0.004996234181698922,False,192.15924335424174,-12.08431579440271
2019-12-06,TJS_RUB,2019-12-06,6.5821,0.0016221710918762344,0.8,-0.004559718703920912,False,183.13304264596286,-11.717171512317998
