date,corridor,target_source_quote_date,signal_id,signal_name,rate,ret_1,ret_5,abs_ret1_q80_prev60,abs_ret5_q80_prev60,rate_lag_5,range_5,range_6,event_gap_days,good,future_regret_bps,centered_benefit_bps,signal_magnitude_bps
2025-08-29,KGS_RUB,2025-08-29,M04,Пять обновлений в узком диапазоне,0.91913,-0.001940457174750776,0.0015113163489124393,0.0061003495441704254,0.009735243643703264,0.917743,0.00487196210218821,0.006381305243624313,7.0,True,0.0,40.8695368165606,48.7196210218821
2025-08-29,KZT_RUB,2025-08-29,M03,Возвращение к уровню пяти обновлений назад,0.149344,-0.008846738387411457,0.001764141641121375,0.007535677168372381,0.014198357680083463,0.149081,0.008879835113519337,0.010644044737000152,14.0,True,0.20087850867815246,33.40921087463217,17.64141641121375
2025-09-01,TJS_RUB,2025-08-30,M01,Заметное изменение за пять обновлений,8.40465,0.004526233509187572,-0.020811391449422567,0.007287298128809376,0.020114833223244456,8.58328,0.009230223867174252,0.02569249583312812,5.0,True,0.0,174.1897189368878,208.11391449422567
2025-09-02,AMD_RUB,2025-09-02,M04,Пять обновлений в узком диапазоне,0.210204,0.0009428302048513082,-0.002652268187490203,0.005660273948857819,0.010337002584104216,0.210763,0.004120544482847772,0.005264764048684388,11.0,True,0.0,117.98996639795484,41.20544482847772
2025-09-03,TJS_RUB,2025-09-03,M01,Заметное изменение за пять обновлений,8.55824,0.00666109125212766,0.020631490571528133,0.007287298128809376,0.020114833223244456,8.38524,0.02268130293459043,0.02270644201106851,2.0,False,0.0,36.735175611767694,206.31490571528133
2025-09-04,KZT_RUB,2025-09-04,M04,Пять обновлений в узком диапазоне,0.149845,0.0012762772795915645,-0.0055217451900422265,0.007535677168372381,0.014198357680083463,0.150677,0.0033709398233734843,0.008924088470491864,14.0,True,0.0,136.46137643090867,33.709398233734845
2025-09-04,UZS_RUB,2025-09-04,M03,Возвращение к уровню пяти обновлений назад,0.00650805,0.00620602327490638,-0.0004653605853407461,0.00852419877365467,0.01809943090925197,0.00651108,0.011207155254291813,0.011661891663477919,22.0,False,0.0,107.56102599499702,4.653605853407461
2025-09-05,AMD_RUB,2025-09-05,M01,Заметное изменение за пять обновлений,0.212682,0.006602393900239978,0.014433166711184109,0.005313668811895413,0.010337002584104216,0.209656,0.012685049559862967,0.01435891433447666,30.0,False,0.0,61.56003566543502,144.33166711184109
2025-09-05,KGS_RUB,2025-09-05,M01,Заметное изменение за пять обновлений,0.929648,0.005403113820118266,0.011443430200298144,0.00562186109841374,0.009203741285693168,0.91913,0.011298322506180533,0.01140100395606241,30.0,False,0.0,78.25896706213376,114.43430200298144
2025-09-08,UZS_RUB,2025-09-06,M01,Заметное изменение за пять обновлений,0.00655742,-0.0018767837436737267,0.018929081981478024,0.009257908611460808,0.01809943090925197,0.0064356,0.01944614287952859,0.020648044348787576,14.0,False,0.0,92.82422722258968,189.29081981478024
2025-09-09,KZT_RUB,2025-09-09,M01,Заметное изменение за пять обновлений,0.153073,0.013627785319338948,0.024989788470681118,0.007535677168372381,0.014198357680083463,0.149341,0.022669767984638246,0.024785566989768883,34.0,False,0.5226264592697762,-12.515126077902591,249.89788470681117
2025-09-17,KZT_RUB,2025-09-17,M01,Заметное изменение за пять обновлений,0.153065,-0.003470097266891514,-0.01601352567564085,0.009839648654411538,0.01494458623069979,0.155556,0.039096927586136206,0.03912068192014355,8.0,False,0.0,99.26408985175757,160.1352567564085
2025-09-18,AMD_RUB,2025-09-18,M01,Заметное изменение за пять обновлений,0.216741,0.0024373999833497972,-0.023785931123942672,0.006721381883148416,0.014886014676819808,0.222022,0.03474628809061843,0.034659305111335525,13.0,False,0.0,73.18028010202856,237.85931123942672
2025-09-18,KGS_RUB,2025-09-18,M01,Заметное изменение за пять обновлений,0.949099,0.0019498507261004328,-0.022637635132769396,0.006521857560552926,0.014989023060844004,0.971082,0.033745146649917825,0.03366942359608777,13.0,False,0.0,73.65319142164984,226.37635132769395
2025-09-18,TJS_RUB,2025-09-18,M01,Заметное изменение за пять обновлений,8.76614,0.0019648072054359034,-0.022812929519027803,0.0088847969793473,0.02262176635583413,8.97079,0.030959408473344625,0.030873698079764773,15.0,False,0.0,85.97286603093332,228.12929519027801
2025-09-19,UZS_RUB,2025-09-19,M01,Заметное изменение за пять обновлений,0.00678723,0.004621070720736142,-0.020646954253194738,0.009730456664563339,0.019813681048098046,0.00693032,0.01517913334800434,0.03623086790235901,11.0,False,0.0,6.0350068259311245,206.46954253194738
2025-09-22,TJS_RUB,2025-09-20,M03,Возвращение к уровню пяти обновлений назад,8.86177,0.005525883715890245,-0.000816325610186408,0.0088847969793473,0.022872762192409413,8.86901,0.014899539671618089,0.015698478286442552,94.0,False,201.0207893005563,-16.67120231593984,8.16325610186408
2025-09-22,UZS_RUB,2025-09-20,M03,Возвращение к уровню пяти обновлений назад,0.00678785,9.1348016790338e-05,0.0013143647826945326,0.009730456664563339,0.020648138880154532,0.00677894,0.01526703976872613,0.015254341480684316,18.0,False,50.95869826233659,24.982879858948223,13.143647826945326
2025-09-25,KZT_RUB,2025-09-25,M03,Возвращение к уровню пяти обновлений назад,0.15411,0.003359506230712128,0.0018071662592957782,0.010103774582865644,0.017175595108557765,0.153832,0.010724910582516898,0.010729414206851444,27.0,False,427.87619233015306,-74.75963446694534,18.071662592957782
2025-09-25,UZS_RUB,2025-09-25,M01,Заметное изменение за пять обновлений,0.00690093,0.014817276626907905,0.02145053071265446,0.009730456664563339,0.01981249642113825,0.00675601,0.016681641508736432,0.021293294860169176,6.0,False,285.75858616157626,-158.78515901263077,214.50530712654458
2025-09-30,KZT_RUB,2025-09-30,M01,Заметное изменение за пять обновлений,0.152257,-0.013598434787115421,-0.019265948675667333,0.010103774582865644,0.017175595108557765,0.155248,0.013659210824290032,0.019430615616818605,13.0,False,311.38141431920997,-9.848944243895026,192.65948675667332
2025-10-02,AMD_RUB,2025-10-02,M01,Заметное изменение за пять обновлений,0.21293,-0.014021244871687988,-0.02975043174351466,0.008037448494082167,0.016923104687393224,0.219459,0.02561711221247179,0.030102516381027955,14.0,True,75.47081200394483,124.59948744994414,297.5043174351466
2025-10-02,KGS_RUB,2025-10-02,M01,Заметное изменение за пять обновлений,0.931923,-0.013913225658997441,-0.02970271257981938,0.007992235119246361,0.017605058828927468,0.960451,0.02552836226695495,0.030041432282429732,14.0,True,59.89765248845641,127.0503185187343,297.02712579819377
2025-10-02,TJS_RUB,2025-10-02,M01,Заметное изменение за пять обновлений,8.68363,-0.012069781517500044,-0.026538166621077997,0.008658383679879745,0.022872762192409413,8.92036,0.0235677867132319,0.026803046351392395,14.0,True,48.76992686238447,147.23211787775875,265.38166621077994
2025-10-02,UZS_RUB,2025-10-02,M01,Заметное изменение за пять обновлений,0.00675326,-0.013457251460108899,-0.021398565120933077,0.009730456664563339,0.020648138880154532,0.00690093,0.014701964667807115,0.021598538548133296,7.0,True,83.36714416444737,64.43405681647387,213.98565120933077
2025-10-07,AMD_RUB,2025-10-07,M03,Возвращение к уровню пяти обновлений назад,0.216948,0.013946271335364857,0.0020415138610476724,0.008192800741974749,0.021268150966427188,0.216506,0.026257488635758875,0.02621096604689701,56.0,False,503.57689400224893,-168.31853101879608,20.415138610476724
2025-10-07,KGS_RUB,2025-10-07,M03,Возвращение к уровню пяти обновлений назад,0.949114,0.01334919192706474,0.0010473346756374458,0.008435828930101953,0.020842804557381973,0.948121,0.02428311339946318,0.02423870650264623,56.0,False,501.3307147508098,-164.32312025445265,10.473346756374458
2025-10-08,KZT_RUB,2025-10-08,M03,Возвращение к уровню пяти обновлений назад,0.150155,-0.009394441182485558,-0.002477944302720969,0.011720854477162847,0.024454643437288273,0.150528,0.027180530097269125,0.02714886773919792,13.0,False,252.1394558955753,-5.143363728148937,24.77944302720969
2025-10-08,TJS_RUB,2025-10-08,M03,Возвращение к уровню пяти обновлений назад,8.79602,-0.012832253691208884,0.0007167463809996111,0.010240147966703052,0.023794225300906472,8.78972,0.03070167031326025,0.03068686202088374,16.0,False,308.6623268250864,-53.13592405795134,7.167463809996111
2025-10-09,AMD_RUB,2025-10-09,M03,Возвращение к уровню пяти обновлений назад,0.213058,-0.005034183883139698,0.0006011365237401645,0.009158431517270763,0.021268150966427188,0.21293,0.0262990810984179,0.026318682989708766,2.0,False,330.1917787644672,-16.402907525613763,6.011365237401645
2025-10-09,KGS_RUB,2025-10-09,M03,Возвращение к уровню пяти обновлений назад,0.932508,-0.004723918653821935,0.0006277342655993667,0.00895198391077541,0.020842804557381973,0.931923,0.02432229102246546,0.02434126294595948,2.0,False,332.17945583308676,-17.192644269610348,6.277342655993667
2025-10-13,KZT_RUB,2025-10-11,M03,Возвращение к уровню пяти обновлений назад,0.149924,-0.005433088103593442,0.0012889782343001865,0.011553066498579859,0.024454643437288273,0.149731,0.010989945030353429,0.012283259406309054,5.0,False,237.12014087137499,-3.393345991656867,12.889782343001865
2025-10-14,AMD_RUB,2025-10-14,M01,Заметное изменение за пять обновлений,0.211346,-0.003841422316071208,-0.02582185592860964,0.009158431517270763,0.021268150966427188,0.216948,0.013116930619429356,0.026249961927714966,12.0,False,251.86187578662452,36.14207636778737,258.21855928609637
2025-10-14,KGS_RUB,2025-10-14,M01,Заметное изменение за пять обновлений,0.924583,-0.0041263918898248875,-0.02584621025503786,0.00895198391077541,0.020842804557381973,0.949114,0.013270927417665128,0.026271396848453317,12.0,False,249.31239272190862,38.43333237221355,258.46210255037863
2025-10-14,UZS_RUB,2025-10-14,M01,Заметное изменение за пять обновлений,0.0066597,-0.005563718463302725,-0.03229884422796925,0.010490285843935122,0.020802014934581583,0.00688198,0.023034163285502732,0.032872684895912295,12.0,False,293.18137453639065,63.15502574345824,322.9884422796925
2025-10-16,KZT_RUB,2025-10-16,M01,Заметное изменение за пять обновлений,0.146369,-0.015583175282138262,-0.02783607863974491,0.011553066498579859,0.02403382285901841,0.15056,0.029327597443523853,0.029281224268471396,16.0,True,0.0,248.92337610220042,278.3607863974491
2025-10-16,TJS_RUB,2025-10-16,M01,Заметное изменение за пять обновлений,8.52452,-0.013802909127088148,-0.026035174392365912,0.011078864979257032,0.023794225300906472,8.75239,0.024859918709852654,0.026229428942730743,14.0,True,0.0,261.58149615337305,260.3517439236591
2025-10-20,AMD_RUB,2025-10-18,M03,Возвращение к уровню пяти обновлений назад,0.211672,0.0237273052629543,-0.0023048533896427026,0.01004953789724099,0.026033693292721295,0.212161,0.02703641804074266,0.02930152291856778,11.0,False,249.63150534789727,-45.22383674945099,23.048533896427024
2025-10-22,UZS_RUB,2025-10-22,M01,Заметное изменение за пять обновлений,0.00674515,0.0038560908674196703,0.024908755519493342,0.012023476992430119,0.024661475812105964,0.00658122,0.04245538856738549,0.04248797599361243,8.0,False,336.28607221485055,-133.62465708696948,249.08755519493343
