corridor,date,rate_t,good_day_candidate,window_closing_candidate,positive_market_fact_candidate,suppressed_by_priority,suppressed_by_cooldown,deferred_1d,final_push,final_push_type,final_push_reason
AMD_RUB,2025-07-15,0.20402,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-07-16,0.202953,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-07-17,0.203038,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-07-18,0.203545,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-07-21,0.203818,True,False,False,False,False,False,True,good_day,GOOD_DAY
AMD_RUB,2025-07-22,0.204068,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-07-23,0.203371,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-07-24,0.204344,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-07-25,0.20551,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-07-28,0.207201,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-07-29,0.207359,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-07-30,0.214203,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-07-31,0.2132,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-08-01,0.209255,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-08-04,0.209435,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-08-05,0.207721,True,False,False,False,False,False,True,good_day,GOOD_DAY
AMD_RUB,2025-08-06,0.208445,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-08-07,0.209006,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-08-08,0.20692,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-08-11,0.207981,True,False,False,False,False,False,True,good_day,GOOD_DAY
AMD_RUB,2025-08-12,0.207695,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-08-13,0.208101,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-08-14,0.207538,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-08-15,0.207993,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-08-18,0.208881,True,False,False,False,False,False,True,good_day,GOOD_DAY
AMD_RUB,2025-08-19,0.209841,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-08-20,0.209799,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-08-21,0.209276,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-08-22,0.209707,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-08-25,0.211044,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-08-26,0.210763,True,False,False,False,False,False,True,good_day,GOOD_DAY
AMD_RUB,2025-08-27,0.210522,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-08-28,0.210444,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-08-29,0.209656,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-09-01,0.210006,True,False,False,False,False,False,True,good_day,GOOD_DAY
AMD_RUB,2025-09-02,0.210204,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-09-03,0.210606,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-09-04,0.211287,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-09-05,0.212682,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-09-08,0.213067,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-09-09,0.215267,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-09-10,0.217372,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-09-11,0.222022,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-09-12,0.223814,False,False,False,False,False,False,False,none,NO_CANDIDATE
