corridor,old_test_signals,new_test_signals,old_signal_frequency,new_signal_frequency,old_hit_rate,new_hit_rate,old_uplift,new_uplift,old_mean_signals_per_month,new_mean_signals_per_month,old_months_with_zero_signals,new_months_with_zero_signals,old_mean_actual_regret_signal,new_mean_actual_regret_signal,signal_count_change_pct,uplift_change,hit_rate_change
AMD_RUB,22,18,0.08,0.06545454545454546,0.5,0.3333333333333333,3.670745272525028,3.4482758620689653,1.5714285714285714,1.2857142857142858,7,9,0.0089963726915908,0.011130593860749294,-18.181818181818176,-0.22246941045606272,-0.16666666666666669
KGS_RUB,31,15,0.1127272727272727,0.05454545454545454,0.3225806451612903,0.26666666666666666,2.201027146001467,2.649006622516556,2.2142857142857144,1.0714285714285714,7,8,0.0122657810649113,0.014253348965252209,-51.61290322580645,0.44797947651508885,-0.05591397849462365
KZT_RUB,10,12,0.0363636363636363,0.04363636363636364,0.6,0.3333333333333333,6.61764705882353,3.773584905660377,0.7142857142857143,0.8571428571428571,10,8,0.0054500199057551,0.014802477045216209,19.999999999999996,-2.844062153163153,-0.26666666666666666
TJS_RUB,81,14,0.2945454545454545,0.05090909090909091,0.419753086419753,0.42857142857142855,3.2776349614395888,4.2959427207637235,5.785714285714286,1.0,6,8,0.0097276363140091,0.01054519594452515,-82.71604938271605,1.0183077593241348,0.00881834215167554
UZS_RUB,19,11,0.069090909090909,0.04,0.4210526315789473,0.36363636363636365,3.8897893030794175,3.7735849056603774,1.3571428571428572,0.7857142857142857,7,8,0.0108297502980663,0.010685950553734083,-42.10526315789473,-0.1162043974190401,-0.05741626794258364
