corridor,model,MAE_H1,RMSE_H1,DA_H1,MAE_H2,RMSE_H2,DA_H2,MAE_H3,RMSE_H3,DA_H3,MAE_H4,RMSE_H4,DA_H4,MAE_H5,RMSE_H5,DA_H5,Path_MAE_5,Future_Best_MAE_5,Regret_MAE_5,n_forecasts,previous_MAE_H5,previous_Path_MAE_5,previous_Future_Best_MAE_5,previous_Regret_MAE_5,MAE_H5_ratio,MAE_H5_improvement_pct,MAE_H5_status,Path_MAE_5_ratio,Path_MAE_5_improvement_pct,Path_MAE_5_status,Future_Best_MAE_5_ratio,Future_Best_MAE_5_improvement_pct,Future_Best_MAE_5_status,Regret_MAE_5_ratio,Regret_MAE_5_improvement_pct,Regret_MAE_5_status
AMD_RUB,ENRICHED,0.0013365502203396115,0.0017617017137642973,0.5745454545454546,0.00200784386481701,0.002703526031309911,0.6145454545454545,0.002643641126016584,0.003372044048592635,0.5854545454545454,0.003086997204191661,0.0038924912025393903,0.6036363636363636,0.0034222599755038678,0.004309749391221917,0.6145454545454545,0.0024994584781737467,0.0024272082909874587,0.009631699856453412,275,0.003435504783817844,0.0024991821728969766,0.0024324569820422166,0.009691011940201208,0.9961447271514908,0.38552728485091725,PRACTICALLY_TIED,1.0001105582777303,-0.011055827773032156,WORSE,0.9978422265661812,0.21577734338188437,PRACTICALLY_TIED,0.9938796810783246,0.6120318921675416,PRACTICALLY_TIED
KGS_RUB,ENRICHED,0.005909968468319379,0.007713014683230089,0.509090909090909,0.008753741625068803,0.011625387927687194,0.6,0.011744369658669712,0.014986591053267231,0.5018181818181818,0.013506827899492048,0.017150042870178885,0.5672727272727273,0.015372195438870846,0.019569025253434232,0.5418181818181819,0.011057420618084159,0.010422148107582555,0.009702150354556424,275,0.01522808302216166,0.010941590621769123,0.010345169418322114,0.009664122208803727,1.0094635954177198,-0.9463595417719795,WORSE,1.010586211851555,-1.058621185155495,WORSE,1.007441027415569,-0.7441027415568957,WORSE,1.003934981877408,-0.3934981877407928,WORSE
KZT_RUB,ENRICHED,0.0012913196088979349,0.0016992059223697236,0.5236363636363637,0.0020176963702701043,0.0025689641385292865,0.46545454545454545,0.0024070382144239675,0.003106908115814545,0.4618181818181818,0.002814799676315306,0.0036669953934136386,0.5127272727272727,0.003221572347658323,0.0041767133352176465,0.4581818181818182,0.002350485243513127,0.0021962763775311965,0.01152263688869137,275,0.0030998200751180052,0.0022901901596494205,0.0021241593241824743,0.011118997434047234,1.0392772062861366,-3.9277206286136623,WORSE,1.0263275447279612,-2.632754472796117,WORSE,1.0339508682459484,-3.3950868245948396,WORSE,1.036301785033978,-3.6301785033977962,WORSE
TJS_RUB,ENRICHED,0.05462000368902677,0.07348868207620808,0.5490909090909091,0.08241696986486698,0.10897317565202778,0.6254545454545455,0.11402983702218827,0.1463052518708005,0.5454545454545454,0.13196436652158333,0.16759562082505716,0.5527272727272727,0.14511491985861896,0.18192661459233628,0.56,0.10562921939125686,0.10271786566606474,0.010168927950075448,275,0.1468843591614298,0.10586810410087312,0.10340491977392827,0.010236441732171907,0.9879535213081048,1.2046478691895235,IMPROVED,0.9977435629773,0.2256437022699953,PRACTICALLY_TIED,0.9933556922691336,0.6644307730866439,PRACTICALLY_TIED,0.9934045653887453,0.6595434611254669,PRACTICALLY_TIED
UZS_RUB,ENRICHED,4.651989440887162e-05,6.049912120433282e-05,0.610909090909091,7.346367309648713e-05,9.472193672220007e-05,0.5745454545454546,9.544359585386164e-05,0.00011976601732505736,0.5563636363636364,0.00010629860092598194,0.00013481986012846248,0.5381818181818182,0.00011867754772187837,0.00014882929900194235,0.5745454545454546,8.808066240141613e-05,8.389745225018657e-05,0.0107466317304371,275,0.00011848934624852219,8.802140990274937e-05,8.42823849461589e-05,0.010823444796361319,1.0015883408873016,-0.15883408873016425,WORSE,1.0006731600724441,-0.06731600724441122,WORSE,0.9954328215057248,0.4567178494275237,PRACTICALLY_TIED,0.9929030851665597,0.7096914833440326,PRACTICALLY_TIED
