corridor,date,rate_t,favourability_percentile_90,past_best_5,past_advantage_5,predicted_rate_h1,predicted_rate_h2,predicted_rate_h3,predicted_rate_h4,predicted_rate_h5,predicted_future_best_5,predicted_regret_5,actual_future_best_5,actual_regret_5
UZS_RUB,2025-10-28,0.00651832,0.43333333333333335,0.00667566,0.023569205142263048,0.0065060648132678,0.0065100588016779,0.0065146916698113,0.0065255402392752,0.0065164216177398,0.0065060648132678,0.0018801143135347901,0.00662016,0.0
UZS_RUB,2025-10-29,0.00662195,0.34444444444444444,0.00651832,-0.015898268265442557,0.0066265120962048,0.0066295168887071,0.006618096868684,0.0066331754052125,0.0066264433352596,0.006618096868684,0.0005818726079175444,0.00662016,0.00027031312528783485
UZS_RUB,2025-10-30,0.00662016,0.3555555555555555,0.00651832,-0.015623657629573224,0.0066114186411232,0.0066144425388572,0.0066163079102359,0.0066196962112282,0.0066208874793982,0.0066114186411232,0.0013204150468871271,0.00671394,0.0
UZS_RUB,2025-10-31,0.00671394,0.25555555555555554,0.00651832,-0.030010800328919052,0.0067281771680618,0.0067248848878699,0.0067121612974124,0.0067200895373488,0.0067165436776889,0.0067121612974124,0.0002649267922561269,0.00672637,0.0
UZS_RUB,2025-11-01,0.0067533,0.19999999999999996,0.00651832,-0.03604916604278404,0.0067581635273696,0.0067580615789371,0.0067529088823623,0.0067676666457242,0.0067604108336482,0.0067529088823623,5.791503971399988e-05,0.00671736,0.005321842654702135
UZS_RUB,2025-11-02,0.00672637,0.24444444444444446,0.00651832,-0.03191773340369904,0.0067225166550787,0.006724057492174,0.0067267798773009,0.0067272152306642,0.0067313022675002,0.0067225166550787,0.0005728713884754627,0.00671736,0.0013395040712894772
UZS_RUB,2025-11-06,0.00679366,0.1333333333333333,0.00662016,-0.02620782579273009,0.0068009267570425,0.0068000718220565,0.0067935340518303,0.0068101153632161,0.0068090203805813,0.0067935340518303,1.853907462251538e-05,0.00671736,0.011231059546694953
UZS_RUB,2025-11-07,0.00679799,0.1333333333333333,0.00662016,-0.02686188853441614,0.0068009516916558,0.0068034123998749,0.0067978389932164,0.0068106759665363,0.0068111628007957,0.0067978389932164,2.221344597447792e-05,0.00671736,0.011860858871519366
UZS_RUB,2025-11-08,0.0067559,0.2222222222222222,0.00671394,-0.006249683494341585,0.0067508637714233,0.0067528644666292,0.0067540807172042,0.0067569322019942,0.0067591528455569,0.0067508637714233,0.0007454563532170643,0.00671736,0.005704643348776512
UZS_RUB,2025-11-11,0.00671736,0.30000000000000004,0.00672637,0.0013395040712894772,0.0067113426883342,0.0067134174510636,0.0067136422713568,0.0067173316561062,0.006716367089408,0.0067113426883342,0.0008957851992152364,0.00673226,0.0
UZS_RUB,2025-11-12,0.00677125,0.19999999999999996,0.00671736,-0.008022496933319044,0.006777319335194,0.0067774354616043,0.006769669731492,0.0067854514419752,0.0067814814054238,0.006769669731492,0.00023337914092681758,0.00673226,0.005758168728078277
UZS_RUB,2025-11-13,0.00677942,0.1777777777777778,0.00671736,-0.009238748555980334,0.0067785119097324,0.0067794944334921,0.006777570935931,0.0067905428315119,0.0067881350326111,0.006777570935931,0.0002727466463207845,0.00673226,0.006956347298146461
UZS_RUB,2025-11-14,0.00673226,0.30000000000000004,0.00671736,-0.0022181333142782256,0.0067242156695544,0.006725923093436,0.0067285340249391,0.006730555486764,0.0067333893810833,0.0067242156695544,0.0011948930144706467,0.00673861,0.0
UZS_RUB,2025-11-15,0.00676904,0.2222222222222222,0.00671736,-0.007693498636368939,0.0067770517019458,0.0067787572877882,0.0067672178692803,0.0067837603755403,0.0067849674908935,0.0067672178692803,0.00026918598792431957,0.00663255,0.020163863708886273
UZS_RUB,2025-11-18,0.00673861,0.3111111111111111,0.00671736,-0.0031634451629806303,0.0067344343418892,0.0067343631474817,0.006736544976342,0.0067389131364283,0.0067413311855554,0.0067343631474817,0.0006302267853904829,0.0065924,0.02169735301493927
UZS_RUB,2025-11-19,0.00674898,0.28888888888888886,0.00673226,-0.002483564211720816,0.0067480015130509,0.0067497010328032,0.0067461701403828,0.0067550386015849,0.0067535929459266,0.0067461701403828,0.0004163384122044797,0.00658654,0.024068822251658743
UZS_RUB,2025-11-20,0.0067789,0.19999999999999996,0.00673226,-0.006927837011642405,0.0067767199999307,0.0067779632564907,0.0067764286873188,0.0067887356157151,0.0067872518288025,0.0067764286873188,0.00036455954228561065,0.00658414,0.02873032497897895
