metric_family,scope,signal_type,rows,true_positive,false_positive,false_negative,true_negative,predicted_positive,actual_positive,precision,recall,f_beta,beta,prevalence,random_precision,classification_lift,average_precision,scenario,h_days,signal_count,safety_count,safety_hits,safety_hit_rate,closing_confirmation_count,closing_confirmation_hits,closing_confirmation_hit_rate,benefit_count,benefit_mean_bps,benefit_median_bps,benefit_positive_share,estimated_mean_value_rub,random_safety_hit_rate_mean,random_safety_hit_rate_p05,random_safety_hit_rate_p95,random_closing_confirmation_hit_rate_mean,random_benefit_mean_bps,random_benefit_mean_bps_p05,random_benefit_mean_bps_p95,random_benefit_positive_share,safety_lift,closing_confirmation_lift,incremental_benefit_bps,safety_randomization_p,closing_confirmation_randomization_p,benefit_randomization_p
outcome,AMD_RUB,,,,,,,,,,,,,,,,,positive_market_fact,20.0,13.0,12.0,7.0,0.5833333333333334,,,,12.0,67.21286309268292,116.31478314652979,0.6666666666666666,147.86829880390243,0.5381293706293706,0.3333333333333333,0.75,,11.545421909186622,-45.28208197723601,66.86939554997086,0.577013986013986,1.0840020358879396,,55.6674411834963,0.42657342657342656,,0.04895104895104895
outcome,AMD_RUB,,,,,,,,,,,,,,,,,window_closing,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-29.42817500876492,-29.42817500876492,0.0,-64.74198501928282,0.91,0.0,1.0,0.103,-0.1591571993923302,-60.185075855462095,57.004179822408155,0.464,1.0989010989010988,0.0,-29.269017809372592,0.9100899100899101,1.0,0.8491508491508492
outcome,AMD_RUB,,,,,,,,,,,,,,,,,window_closing,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-49.815770706091925,-49.815770706091925,0.0,-109.59469555340223,0.786,0.0,1.0,0.176,1.1563745669995924,-94.2003571088853,86.66869016660868,0.495,1.272264631043257,0.0,-50.97214527309152,0.7862137862137862,1.0,0.8521478521478522
outcome,AMD_RUB,,,,,,,,,,,,,,,,,window_closing,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-65.13827468260732,-65.13827468260732,0.0,-143.30420430173612,0.695,0.0,1.0,0.246,1.5983362004942856,-110.37242345138424,115.01373144190504,0.481,1.4388489208633095,0.0,-66.7366108831016,0.6953046953046953,1.0,0.8621378621378621
outcome,AMD_RUB,,,,,,,,,,,,,,,,,window_closing,10.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-38.92404973918774,-38.92404973918774,0.0,-85.63290942621302,0.598,0.0,1.0,0.315,0.7964604784488428,-164.71635453160485,145.45255144887807,0.578,1.6722408026755853,0.0,-39.72051021763658,0.5984015984015985,1.0,0.6793206793206793
outcome,AMD_RUB,,,,,,,,,,,,,,,,,window_closing,20.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-27.411487901007174,-27.411487901007174,0.0,-60.30527338221578,0.5227743271221532,0.0,1.0,0.4109730848861284,7.575703555339674,-252.94308039599755,195.99008785762584,0.5693581780538303,0.0,0.0,-34.98719145634685,1.0,1.0,0.6514994829369183
outcome,AMD_RUB,,,,,,,,,,,,,,,,,portfolio,1.0,24.0,24.0,22.0,0.9166666666666666,,,,24.0,11.448956586908132,14.044220917923639,0.7083333333333334,25.18770449119789,0.9169583333333333,0.8333333333333334,1.0,,0.5270970178247045,-10.444038622695858,11.258272832925526,0.471375,0.9996819193892852,,10.921859569083427,0.6753246753246753,,0.04895104895104895
outcome,AMD_RUB,,,,,,,,,,,,,,,,,portfolio,3.0,24.0,24.0,19.0,0.7916666666666666,,,,24.0,20.278319151112058,17.699434261252545,0.6666666666666666,44.61230213244653,0.785,0.6666666666666666,0.9166666666666666,,1.8417324584929369,-16.04675830203202,19.468814713532847,0.5027916666666666,1.0084925690021231,,18.43658669261912,0.5884115884115884,,0.04295704295704296
outcome,AMD_RUB,,,,,,,,,,,,,,,,,portfolio,5.0,24.0,24.0,16.0,0.6666666666666666,,,,24.0,29.52380473080963,17.58087243200309,0.625,64.95237040778119,0.7105,0.5833333333333334,0.8333333333333334,,2.6247079094032095,-18.2496467543275,23.442258039577478,0.47870833333333335,0.9383063570255687,,26.89909682140642,0.7932067932067932,,0.01998001998001998
outcome,AMD_RUB,,,,,,,,,,,,,,,,,portfolio,10.0,24.0,24.0,14.0,0.5833333333333334,,,,24.0,44.28898594835761,39.373388051025444,0.75,97.43576908638676,0.6124166666666667,0.5,0.7083333333333334,,3.6080335361542564,-23.9633014095736,29.105279534232267,0.5720833333333333,0.9525105456524697,,40.680952412203354,0.7482517482517482,,0.008991008991008992
outcome,AMD_RUB,,,,,,,,,,,,,,,,,portfolio,20.0,24.0,23.0,12.0,0.5217391304347826,,,,23.0,51.09770015086199,58.05542301620485,0.6086956521739131,112.41494033189637,0.5415986495388669,0.4166666666666667,0.6521739130434783,,13.048776812031642,-20.296084147269678,45.44020649478261,0.5859525691699605,0.9633316679777667,,38.04892333883035,0.6813186813186813,,0.030969030969030968
outcome,KGS_RUB,,,,,,,,,,,,,,,,,good_now,1.0,11.0,11.0,9.0,0.8181818181818182,,,,11.0,-1.4338121764092058,-5.114658017093287,0.36363636363636365,-3.1543867881002527,0.9167272727272725,0.7272727272727273,1.0,,-0.27516004664396654,-17.28474924820404,15.065263826394153,0.464090909090909,0.8925029750099169,,-1.1586521297652392,0.9300699300699301,,0.5714285714285714
outcome,KGS_RUB,,,,,,,,,,,,,,,,,good_now,3.0,11.0,11.0,6.0,0.5454545454545454,,,,11.0,-12.030596616080437,-0.5941435030718204,0.45454545454545453,-26.467312555376964,0.7707272727272727,0.5454545454545454,0.9090909090909091,,0.8485767699005524,-26.150272397526464,25.98138584726,0.509090909090909,0.7077140835102618,,-12.87917338598099,0.985014985014985,,0.7892107892107892
outcome,KGS_RUB,,,,,,,,,,,,,,,,,good_now,5.0,11.0,11.0,5.0,0.45454545454545453,,,,11.0,-14.014502674347144,-19.286710989464797,0.45454545454545453,-30.831905883563717,0.6885454545454545,0.45454545454545453,0.9090909090909091,,1.2665136302778381,-33.49051504182518,34.24333583307668,0.5026363636363635,0.6601531555320835,,-15.281016304624982,0.98001998001998,,0.7722277722277723
outcome,KGS_RUB,,,,,,,,,,,,,,,,,good_now,10.0,11.0,11.0,5.0,0.45454545454545453,,,,11.0,-1.6361831882977071,9.59142142485255,0.5454545454545454,-3.5996030142549555,0.5922727272727273,0.36363636363636365,0.8181818181818182,,1.8630826083280874,-44.74643020405564,46.953383402286626,0.5387272727272727,0.7674597083653107,,-3.4992657966257945,0.9180819180819181,,0.5494505494505495
outcome,KGS_RUB,,,,,,,,,,,,,,,,,good_now,20.0,11.0,11.0,4.0,0.36363636363636365,,,,11.0,31.42241351204481,56.27966955724717,0.5454545454545454,69.12930972649858,0.5030464646464646,0.2727272727272727,0.7272727272727273,,10.62777163180325,-57.50649827602248,71.33460723057374,0.5575858585858586,0.7228683415793871,,20.794641880241556,0.8911088911088911,,0.33466533466533466
outcome,KGS_RUB,,,,,,,,,,,,,,,,,positive_market_fact,1.0,13.0,13.0,12.0,0.9230769230769231,,,,13.0,15.240694349642506,15.751828994155945,0.7692307692307693,33.52952756921351,0.9150000000000001,0.7692307692307693,1.0,,-0.2658583078345135,-15.487677056999742,13.998146703206654,0.45861538461538465,1.0088272383354349,,15.50655265747702,0.6763236763236763,,0.03896103896103896
outcome,KGS_RUB,,,,,,,,,,,,,,,,,positive_market_fact,3.0,13.0,13.0,10.0,0.7692307692307693,,,,13.0,32.052484826595546,31.980972473018582,0.7692307692307693,70.5154666185102,0.764923076923077,0.6153846153846154,0.9230769230769231,,0.3481263871770404,-24.77134488302984,24.27941749988718,0.5054615384615385,1.005631536604988,,31.704358439418506,0.6513486513486514,,0.013986013986013986
outcome,KGS_RUB,,,,,,,,,,,,,,,,,positive_market_fact,5.0,13.0,13.0,9.0,0.6923076923076923,,,,13.0,47.779474266777456,54.12342992186297,0.6153846153846154,105.11484338691041,0.6773076923076923,0.46153846153846156,0.8461538461538461,,0.629460368798464,-30.341849500316588,31.1914607814243,0.49984615384615383,1.022146507666099,,47.150013897978994,0.5814185814185814,,0.003996003996003996
outcome,KGS_RUB,,,,,,,,,,,,,,,,,positive_market_fact,10.0,13.0,13.0,8.0,0.6153846153846154,,,,13.0,77.42758967826566,90.5547979236264,0.8461538461538461,170.34069729218444,0.5857692307692307,0.38461538461538464,0.7692307692307693,,0.7578973065455135,-40.75003293923597,41.376118122689775,0.5390769230769231,1.050558108995404,,76.66969237172015,0.5384615384615384,,0.000999000999000999
outcome,KGS_RUB,,,,,,,,,,,,,,,,,positive_market_fact,20.0,13.0,12.0,6.0,0.5,,,,12.0,77.41010469003646,110.25566425676979,0.75,170.3022303180802,0.4953374125874126,0.3076923076923077,0.6923076923076923,,8.813394694015251,-51.34050978706082,66.18005665761652,0.5551229603729604,1.009412952250532,,68.59670999602122,0.5444555444555444,,0.02197802197802198
outcome,KGS_RUB,,,,,,,,,,,,,,,,,window_closing,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-44.7255286952681,-44.7255286952681,0.0,-98.39616312958982,0.907,0.0,1.0,0.105,-0.17382596290865773,-57.90116186783439,56.44179762551748,0.446,1.1025358324145533,0.0,-44.551702732359445,0.9070929070929071,1.0,0.932067932067932
outcome,KGS_RUB,,,,,,,,,,,,,,,,,window_closing,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-53.213290189053524,-53.213290189053524,0.0,-117.06923841591775,0.764,0.0,1.0,0.196,1.6208355821949094,-92.72738766879044,86.89978112779352,0.517,1.3089005235602094,0.0,-54.83412577124843,0.7642357642357642,1.0,0.8311688311688312
outcome,KGS_RUB,,,,,,,,,,,,,,,,,window_closing,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-66.30953919507891,-66.30953919507891,0.0,-145.8809862291736,0.698,0.0,1.0,0.254,2.527119392480446,-118.24782832482055,119.9951334175341,0.523,1.4326647564469914,0.0,-68.83665858755936,0.6983016983016983,1.0,0.8231768231768232
outcome,KGS_RUB,,,,,,,,,,,,,,,,,window_closing,10.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-108.98493890272665,-108.98493890272665,0.0,-239.76686558599863,0.611,0.0,1.0,0.305,2.481540003954856,-201.20210866466653,151.52431822057028,0.552,0.0,0.0,-111.46647890668152,1.0,1.0,0.8781218781218781
outcome,KGS_RUB,,,,,,,,,,,,,,,,,window_closing,20.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-119.2685543926281,-119.2685543926281,0.0,-262.3908196637818,0.5186721991701245,0.0,1.0,0.43775933609958506,11.772727782035147,-264.2565831206739,211.9015847500546,0.5684647302904564,0.0,0.0,-131.04128217466325,1.0,1.0,0.8186528497409327
outcome,KGS_RUB,,,,,,,,,,,,,,,,,portfolio,1.0,25.0,25.0,22.0,0.88,,,,25.0,5.505262556383331,6.20734247118242,0.56,12.111577624043328,0.9171600000000001,0.84,1.0,,0.26539137802783536,-10.311492191847673,10.535866108236943,0.46608000000000005,0.9594836233590649,,5.239871178355496,0.8731268731268731,,0.21578421578421578
outcome,KGS_RUB,,,,,,,,,,,,,,,,,portfolio,3.0,25.0,25.0,17.0,0.68,,,,25.0,9.24529799119215,12.719246317000751,0.6,20.33965558062273,0.77148,0.64,0.88,,1.1559031283566332,-15.90505263001967,19.078047126396896,0.51332,0.881422719966817,,8.089394862835515,0.938061938061938,,0.22077922077922077
outcome,KGS_RUB,,,,,,,,,,,,,,,,,portfolio,5.0,25.0,25.0,15.0,0.6,,,,25.0,16.026563874208378,3.559830205004603,0.52,35.258440523258436,0.68628,0.56,0.8,,1.7724726611398733,-18.71076555159086,23.48360579997397,0.50612,0.8742787200559538,,14.254091213068504,0.9250749250749251,,0.13086913086913088
outcome,KGS_RUB,,,,,,,,,,,,,,,,,portfolio,10.0,25.0,25.0,13.0,0.52,,,,25.0,35.183028473738084,40.96396106743069,0.68,77.40266264222379,0.5906399999999998,0.48,0.72,,2.508282458637163,-24.573400836379367,29.052018088833865,0.53724,0.8804009210348099,,32.67474601510092,0.9080919080919081,,0.022977022977022976
outcome,KGS_RUB,,,,,,,,,,,,,,,,,portfolio,20.0,25.0,24.0,10.0,0.4166666666666667,,,,24.0,48.137468771679266,73.44236769268981,0.625,105.90243129769438,0.49959376811594197,0.375,0.625,,10.710186228059428,-24.199166800609394,44.33877412022555,0.5605873913043478,0.8340109370018599,,37.42728254361984,0.9040959040959041,,0.030969030969030968
outcome,KZT_RUB,,,,,,,,,,,,,,,,,positive_market_fact,1.0,15.0,15.0,14.0,0.9333333333333333,,,,15.0,24.534529236477905,20.071879026241998,0.7333333333333333,53.97596432025139,0.8603333333333335,0.7333333333333333,1.0,,-0.1278305246265053,-18.471792175490254,19.492424599151875,0.4946666666666667,1.084850833010461,,24.662359761104412,0.34765234765234765,,0.015984015984015984
outcome,KZT_RUB,,,,,,,,,,,,,,,,,positive_market_fact,3.0,15.0,15.0,12.0,0.8,,,,15.0,47.1881540874027,43.94463207132691,0.8,103.81393899228594,0.7264666666666667,0.5333333333333333,0.8666666666666667,,1.1633289088917769,-27.95910570835654,30.220692857383856,0.5523333333333332,1.1012205194090117,,46.02482517851092,0.34565434565434566,,0.001998001998001998
outcome,KZT_RUB,,,,,,,,,,,,,,,,,positive_market_fact,5.0,15.0,15.0,11.0,0.7333333333333333,,,,15.0,59.133005948550625,68.3345681625745,0.8,130.09261308681138,0.6287999999999999,0.4666666666666667,0.8,,1.6157176129042023,-33.454668577429196,33.86515145347893,0.5389333333333334,1.166242578456319,,57.51728833564642,0.24575424575424576,,0.000999000999000999
outcome,KZT_RUB,,,,,,,,,,,,,,,,,positive_market_fact,10.0,15.0,15.0,10.0,0.6666666666666666,,,,15.0,75.34730749039578,86.24476807990165,0.8,165.7640764788707,0.5088666666666667,0.3333333333333333,0.6666666666666666,,1.6089769586451936,-42.421452254176295,44.181750413025604,0.485,1.310100877767588,,73.73833053175059,0.11888111888111888,,0.002997002997002997
outcome,KZT_RUB,,,,,,,,,,,,,,,,,positive_market_fact,20.0,15.0,15.0,8.0,0.5333333333333333,,,,15.0,104.66585498260338,169.5348922810642,0.7333333333333333,230.26488096172744,0.43265274725274727,0.26666666666666666,0.6,,11.892286433295933,-53.6909593903047,76.06784239937409,0.5208300366300366,1.2327052970768968,,92.77356854930744,0.2217782217782218,,0.005994005994005994
outcome,KZT_RUB,,,,,,,,,,,,,,,,,good_now,1.0,6.0,6.0,4.0,0.6666666666666666,,,,6.0,20.70651863271566,9.702643295167999,0.6666666666666666,45.554340991974456,0.8566666666666666,0.6666666666666666,1.0,,0.6167492238420107,-29.927111338909864,32.168372786148055,0.49766666666666665,0.7782101167315175,,20.08976940887365,0.961038961038961,,0.14285714285714285
outcome,KZT_RUB,,,,,,,,,,,,,,,,,good_now,3.0,6.0,6.0,2.0,0.3333333333333333,,,,6.0,29.98257528580932,33.4395181143376,0.8333333333333334,65.96166562878051,0.721,0.5,1.0,,2.2483630674157213,-44.497934795461795,51.188501662551424,0.5508333333333333,0.4623208506703652,,27.7342122183936,0.997002997002997,,0.15684315684315683
outcome,KZT_RUB,,,,,,,,,,,,,,,,,good_now,5.0,6.0,6.0,2.0,0.3333333333333333,,,,6.0,54.46245925254021,61.13314117108031,0.8333333333333334,119.81741035558845,0.6333333333333334,0.3333333333333333,1.0,,3.089378199690829,-53.792922302495654,60.0693316246092,0.5416666666666666,0.5263157894736841,,51.37308105284938,0.9820179820179821,,0.06893106893106893
outcome,KZT_RUB,,,,,,,,,,,,,,,,,good_now,10.0,6.0,6.0,2.0,0.3333333333333333,,,,6.0,73.25606146631111,106.9778573722814,0.8333333333333334,161.16333522588442,0.5101666666666667,0.16666666666666666,0.8333333333333334,,3.537503676348081,-74.6379337523924,72.87995280303356,0.48766666666666664,0.6533812479581835,,69.71855778996303,0.9240759240759241,,0.05094905094905095
outcome,KZT_RUB,,,,,,,,,,,,,,,,,good_now,20.0,6.0,6.0,2.0,0.3333333333333333,,,,6.0,116.29813284175839,173.41587428762108,0.6666666666666666,255.85589225186845,0.44106666666666666,0.16666666666666666,0.8,,14.420130976206305,-103.36487740137161,124.6342837728051,0.5179666666666667,0.7557436517533253,,101.87800186555208,0.8201798201798202,,0.06993006993006994
outcome,KZT_RUB,,,,,,,,,,,,,,,,,portfolio,1.0,21.0,21.0,18.0,0.8571428571428571,,,,21.0,23.440811921117263,19.345060029515228,0.7142857142857143,51.56978622645798,0.8654761904761906,0.7619047619047619,0.9523809523809523,,0.9542214447819153,-14.090175258051943,16.782376761650834,0.5035238095238096,0.9903713892709763,,22.486590476335348,0.6873126873126874,,0.01098901098901099
outcome,KZT_RUB,,,,,,,,,,,,,,,,,portfolio,3.0,21.0,21.0,14.0,0.6666666666666666,,,,21.0,42.27227442980459,41.64178787228749,0.8095238095238095,92.99900374557009,0.7283809523809522,0.5714285714285714,0.8571428571428571,,1.9525071209632947,-22.50586545198055,26.237018997327425,0.5490952380952381,0.9152719665271968,,40.31976730884129,0.8541458541458542,,0.003996003996003996
outcome,KZT_RUB,,,,,,,,,,,,,,,,,portfolio,5.0,21.0,21.0,13.0,0.6190476190476191,,,,21.0,57.79856403540479,68.3345681625745,0.8095238095238095,127.15684087789055,0.6312857142857142,0.47619047619047616,0.7619047619047619,,2.5235696468790216,-24.18944653367801,30.917171190859765,0.5364761904761904,0.9806140152372332,,55.27499438852577,0.6493506493506493,,0.000999000999000999
