corridor,date,rate_t,golden_good_day,golden_window_closing,golden_positive_market_fact,good_day_candidate,window_closing_candidate,positive_market_fact_candidate,past_rebound_bps,mean_change_h5_bps,n_worse_days_h5,methodology_historical_eligible
AMD_RUB,2025-02-21,0.223901,False,0,1,True,False,True,0.0,-0.44281239135823824,2,False
AMD_RUB,2025-02-24,0.223543,False,0,1,False,False,True,0.0,16.339206504858872,5,False
AMD_RUB,2025-02-25,0.223931,False,0,1,False,False,True,17.356839623696718,1.3096937052854418,4,False
AMD_RUB,2025-02-26,0.220129,True,0,1,False,False,True,0.0,-25.956639295656505,0,False
AMD_RUB,2025-02-27,0.218363,True,0,1,False,False,True,0.0,-10.36534282069268,0,False
AMD_RUB,2025-02-28,0.222999,False,0,1,False,False,True,212.3070300371399,45.37005417635553,5,False
AMD_RUB,2025-03-03,0.224372,False,0,0,False,False,False,275.18398263441935,-2.671807057067266,1,False
AMD_RUB,2025-03-04,0.2267,False,0,0,False,False,False,381.7954506944865,-9.040652680197827,1,False
AMD_RUB,2025-03-05,0.22659,False,0,0,False,False,False,376.75796723803944,-29.39583928088818,0,False
AMD_RUB,2025-03-06,0.227714,False,0,0,False,False,False,428.23188910209086,-15.349972604793203,2,False
AMD_RUB,2025-03-07,0.227007,False,0,0,False,False,False,395.85460906838455,-37.16910462057022,0,False
AMD_RUB,2025-03-10,0.225901,False,0,0,False,False,False,130.13511271350976,-11.546657812396388,0,True
AMD_RUB,2025-03-11,0.223918,False,0,1,True,False,True,0.0,-34.1263124799871,0,False
AMD_RUB,2025-03-12,0.219691,False,0,1,True,False,True,0.0,-42.0311632005348,0,False
AMD_RUB,2025-03-13,0.220173,False,0,1,True,False,True,21.93990650504629,9.050003252876415,5,False
AMD_RUB,2025-03-14,0.22055,False,0,1,True,False,True,39.10037279633683,-6.432433810479532,1,False
AMD_RUB,2025-03-17,0.218434,False,0,1,True,False,True,0.0,7.409445757055266,5,False
AMD_RUB,2025-03-18,0.21488,False,0,1,False,False,True,0.0,-5.217414912410012,1,False
AMD_RUB,2025-03-19,0.208146,True,0,1,False,False,True,0.0,25.78698101881116,5,False
AMD_RUB,2025-03-20,0.211581,False,1,1,False,True,True,165.02839353146337,134.03491424067715,5,True
AMD_RUB,2025-03-21,0.215152,False,0,1,False,False,True,336.5906623235615,88.62676213219656,5,False
AMD_RUB,2025-03-24,0.215621,False,0,1,False,False,True,359.122923332662,7.753540528697033,5,False
AMD_RUB,2025-03-25,0.214056,False,0,1,False,False,True,283.93531463491996,6.714076361777899,3,False
AMD_RUB,2025-03-26,0.214888,False,0,0,False,False,False,323.9072574058599,38.23941131433628,5,False
AMD_RUB,2025-03-27,0.214922,False,0,0,False,False,False,325.5407262210186,-5.086307630532749,1,False
AMD_RUB,2025-03-28,0.213968,False,0,1,False,False,True,279.7075129956861,-17.55244104523279,0,False
AMD_RUB,2025-03-31,0.213696,True,0,0,False,False,False,0.0,-4.844189261418386,2,False
AMD_RUB,2025-04-01,0.218342,False,0,0,False,False,False,217.4116501946699,35.89432352942401,5,False
AMD_RUB,2025-04-02,0.217005,False,0,0,False,False,False,154.8461365678344,-49.68580366079145,0,True
AMD_RUB,2025-04-03,0.216158,False,0,0,False,False,False,115.21039233303387,-22.03430642069404,0,True
AMD_RUB,2025-04-04,0.215637,True,0,1,False,False,True,90.82996406109656,-5.63860097682789,0,False
AMD_RUB,2025-04-07,0.215422,False,0,1,True,False,True,80.76894279724468,3.1644090693425664,3,False
AMD_RUB,2025-04-08,0.220354,False,0,0,False,False,False,311.5640910452222,41.875311530205295,5,False
AMD_RUB,2025-04-09,0.218573,False,0,0,False,False,False,228.22139862234135,-41.14696403396856,0,False
AMD_RUB,2025-04-10,0.219747,False,0,0,False,False,False,283.15925426774413,-1.989247351945167,2,False
AMD_RUB,2025-04-11,0.217387,False,0,0,True,False,False,91.2163103118524,-20.898667188690602,0,False
AMD_RUB,2025-04-14,0.214806,False,0,0,True,False,False,0.0,15.096341262908819,5,False
AMD_RUB,2025-04-15,0.211724,False,0,1,True,False,True,0.0,8.949310162343682,5,False
AMD_RUB,2025-04-16,0.210659,False,0,1,False,False,True,0.0,53.80431133270181,5,False
AMD_RUB,2025-04-17,0.21108,False,0,1,False,False,True,19.98490451392998,35.57951336944365,5,False
AMD_RUB,2025-04-18,0.209802,False,0,1,False,False,True,0.0,19.21856108228326,5,False
AMD_RUB,2025-04-21,0.207565,True,0,1,False,False,True,0.0,21.808212730909826,5,False
AMD_RUB,2025-04-22,0.206806,True,0,1,False,False,True,0.0,6.436330650064548,5,False
AMD_RUB,2025-04-23,0.208807,True,0,0,False,False,False,96.75734746574128,47.411675091391544,5,False
AMD_RUB,2025-04-24,0.211428,False,0,0,False,False,False,223.49448275195138,23.949987819729124,5,False
AMD_RUB,2025-04-25,0.212691,False,0,0,False,False,False,284.5662118120362,-2.6758720920616597,2,False
AMD_RUB,2025-04-28,0.211756,False,0,0,False,False,False,239.35475759890858,4.242713492053296,4,False
AMD_RUB,2025-04-29,0.211952,False,0,0,False,False,False,248.83223890989737,3.565317857145756,2,False
AMD_RUB,2025-04-30,0.209428,False,0,0,False,False,False,126.78548978269477,-13.935753242566353,1,True
AMD_RUB,2025-05-01,0.208989,False,0,1,False,True,True,105.55786582594484,25.312930558154534,5,True
AMD_RUB,2025-05-02,0.208989,False,0,1,False,False,True,105.55786582594484,10.563426962837852,5,True
AMD_RUB,2025-05-05,0.208989,False,0,1,True,False,True,0.0,2.0768759484950383,3,False
AMD_RUB,2025-05-06,0.210326,False,0,0,True,False,False,63.97465895334298,26.34003400364993,5,False
AMD_RUB,2025-05-07,0.207889,True,0,0,False,False,False,0.0,3.005887320613354,3,False
AMD_RUB,2025-05-08,0.20772,True,0,0,False,False,False,0.0,29.62238499821268,5,False
AMD_RUB,2025-05-09,0.20772,True,0,0,False,False,False,0.0,14.069423541476223,5,False
AMD_RUB,2025-05-12,0.20772,True,0,0,False,False,False,0.0,-2.627739345271829,3,False
AMD_RUB,2025-05-13,0.208014,True,0,1,False,False,True,14.153668399770059,3.6540946944678687,4,False
AMD_RUB,2025-05-14,0.20756,True,0,1,False,False,True,0.0,10.118939601334585,4,False
AMD_RUB,2025-05-15,0.206767,True,0,1,False,False,True,0.0,1.7524755712459155,3,False
AMD_RUB,2025-05-16,0.20756,True,0,1,False,False,True,38.352348295422885,17.638727749765383,4,False
AMD_RUB,2025-05-19,0.209067,False,0,0,False,False,False,111.2363191418364,9.575831645320276,4,True
AMD_RUB,2025-05-20,0.208218,False,0,0,True,False,False,70.17560829339243,7.561832730233808,4,False
AMD_RUB,2025-05-21,0.208634,False,0,0,True,False,False,90.29487297295802,31.107260131207237,5,False
AMD_RUB,2025-05-22,0.207118,False,0,1,True,False,True,16.97562957338361,28.664800016807042,5,False
AMD_RUB,2025-05-23,0.207407,False,0,1,True,False,True,30.952714891641087,32.7469944655614,5,False
AMD_RUB,2025-05-26,0.207705,False,0,0,True,False,False,28.34133199432154,13.97404207319708,4,False
AMD_RUB,2025-05-27,0.207369,False,0,1,False,False,True,12.11869562278478,14.159499284477352,4,False
AMD_RUB,2025-05-28,0.207143,False,0,1,True,False,True,1.2070413966913662,11.172029084356438,5,False
AMD_RUB,2025-05-29,0.207107,False,0,1,True,False,True,0.0,10.282895247155643,5,False
AMD_RUB,2025-05-30,0.204339,True,0,1,False,False,True,0.0,44.478542403731055,5,False
AMD_RUB,2025-06-02,0.204764,True,0,1,True,False,True,20.79877067030722,33.84291491126845,5,False
AMD_RUB,2025-06-03,0.206091,True,0,0,True,False,False,85.7398734455983,40.4838409472692,5,False
AMD_RUB,2025-06-04,0.205426,True,0,0,True,False,False,53.19591463205819,26.749424581888,5,False
AMD_RUB,2025-06-05,0.204561,True,0,1,True,False,True,10.8642990324892,29.855259491828882,5,False
AMD_RUB,2025-06-06,0.206383,False,0,0,False,True,False,100.0298523531984,26.773412686381448,5,True
AMD_RUB,2025-06-09,0.206463,False,0,0,False,False,False,103.9449150676086,12.975363831779774,5,True
AMD_RUB,2025-06-10,0.206615,False,0,0,False,False,False,100.41014660663538,15.531323948058784,5,True
AMD_RUB,2025-06-11,0.204934,True,0,0,True,False,False,18.234169758655216,17.41631658546794,5,False
AMD_RUB,2025-06-12,0.206139,False,0,0,True,False,False,77.14080396556523,22.954061231327927,5,False
AMD_RUB,2025-06-13,0.206139,False,0,0,True,False,False,77.14080396556523,10.546004925030328,4,False
AMD_RUB,2025-06-16,0.206139,False,0,0,True,False,False,58.79941834932234,7.372318329797345,4,False
AMD_RUB,2025-06-17,0.204572,True,0,1,True,False,True,0.0,19.051530542379513,5,False
AMD_RUB,2025-06-18,0.204834,False,0,0,True,False,False,12.807226795454874,11.155793621608899,5,False
AMD_RUB,2025-06-19,0.204759,True,0,1,True,False,True,9.141035918893703,5.4088045994302725,4,False
AMD_RUB,2025-06-20,0.203955,True,0,1,True,False,True,0.0,10.595194938233465,5,False
AMD_RUB,2025-06-23,0.203541,True,0,1,True,False,True,0.0,20.43977170931832,4,False
AMD_RUB,2025-06-24,0.202788,True,0,1,True,False,True,0.0,10.190474896971446,4,False
AMD_RUB,2025-06-25,0.203281,True,0,1,True,False,True,24.31110322109742,8.784676004421232,5,False
AMD_RUB,2025-06-26,0.202953,True,0,1,True,False,True,8.136576128765505,0.6184493336565122,3,False
AMD_RUB,2025-06-27,0.203195,True,0,1,True,False,True,20.07022111762069,2.6513129262268897,4,False
AMD_RUB,2025-06-30,0.204175,True,0,0,True,False,False,68.3965520642249,0.16705123099836072,3,False
AMD_RUB,2025-07-01,0.204251,True,0,0,True,False,False,72.14430834171503,3.3985564062870566,5,False
AMD_RUB,2025-07-02,0.203514,True,0,0,True,False,False,35.800934966565556,3.3870183319268947,3,False
AMD_RUB,2025-07-03,0.204556,True,0,0,True,False,False,87.18464603428177,11.852260777130752,5,False
AMD_RUB,2025-07-04,0.204919,False,0,0,False,False,False,105.08511351756455,19.917636999954077,5,True
AMD_RUB,2025-07-07,0.205162,False,0,0,True,False,False,96.80356307980142,18.84346916783386,5,False
AMD_RUB,2025-07-08,0.204937,False,0,0,True,False,False,69.9214796033698,-3.1369399892260397,2,False
AMD_RUB,2025-07-09,0.203462,True,0,0,True,False,False,0.0,2.7646727449033293,4,False
AMD_RUB,2025-07-10,0.20367,True,0,0,True,False,False,10.223039191592509,8.782129338758882,5,False
AMD_RUB,2025-07-11,0.20301,True,0,1,True,False,True,0.0,2.7539507989597922,3,False
AMD_RUB,2025-07-14,0.202874,True,0,1,True,False,True,0.0,-7.827950103066472,1,False
AMD_RUB,2025-07-15,0.20402,True,0,0,True,False,False,56.48826365133086,1.152511344634899,3,False
AMD_RUB,2025-07-16,0.202953,True,0,0,True,False,False,3.894042607726078,-6.03884613755401,0,False
AMD_RUB,2025-07-17,0.203038,True,0,0,True,False,False,8.083835286927243,-4.512760157957096,0,False
AMD_RUB,2025-07-18,0.203545,True,0,0,True,False,False,33.07471632638892,1.3648035508171397,3,False
AMD_RUB,2025-07-21,0.203818,True,0,0,True,False,False,46.53134457840879,-2.5815500706471983,1,False
AMD_RUB,2025-07-22,0.204068,True,0,0,True,False,False,58.854264223113795,-8.20536408492667,0,False
AMD_RUB,2025-07-23,0.203371,True,0,0,True,False,False,24.497964253673565,-6.598902893088621,0,False
AMD_RUB,2025-07-24,0.204344,True,0,0,True,False,False,72.45876751086789,-12.601425731461724,0,False
AMD_RUB,2025-07-25,0.20551,False,1,0,False,False,False,125.98976117623283,-11.43413833455531,0,True
AMD_RUB,2025-07-28,0.207201,False,1,0,False,False,False,188.32576916079535,-20.572082594131125,0,True
AMD_RUB,2025-07-29,0.207359,False,0,0,False,False,False,196.094821778916,-22.589948935632485,0,True
AMD_RUB,2025-07-30,0.214203,False,0,0,False,False,False,532.6226453132455,41.74312248501933,5,False
AMD_RUB,2025-07-31,0.2132,False,0,0,False,False,False,483.30391255390515,-39.51352152547072,0,False
AMD_RUB,2025-08-01,0.209255,False,0,0,False,False,False,289.3234531963751,-56.93662540023481,0,False
AMD_RUB,2025-08-04,0.209435,False,0,0,False,False,False,190.9882730767376,12.22336212864139,4,True
AMD_RUB,2025-08-05,0.207721,True,0,0,True,False,False,25.096403974884662,13.589074109038757,4,False
AMD_RUB,2025-08-06,0.208445,True,0,1,True,False,True,60.038320278377185,17.459792704675348,4,False
AMD_RUB,2025-08-07,0.209006,False,0,1,True,False,True,87.11347918205048,6.755643767783593,4,False
AMD_RUB,2025-08-08,0.20692,True,0,1,True,False,True,0.0,6.449340322182806,3,False
AMD_RUB,2025-08-11,0.207981,True,0,0,True,False,False,51.27585540305457,-6.774803922905859,3,False
AMD_RUB,2025-08-12,0.207695,True,0,0,True,False,False,37.45408853663257,-10.313048842909067,2,False
AMD_RUB,2025-08-13,0.208101,True,0,0,True,False,False,57.07519814421191,-4.490309992385643,2,False
AMD_RUB,2025-08-14,0.207538,True,0,0,True,False,False,29.866615116953543,3.4381872079580758,3,False
AMD_RUB,2025-08-15,0.207993,True,0,0,True,False,False,51.855789677170975,-14.591844194684843,1,False
AMD_RUB,2025-08-18,0.208881,True,0,0,True,False,False,94.77092596172466,-5.5312814041883485,2,False
AMD_RUB,2025-08-19,0.209841,False,0,0,False,False,False,110.96763002438115,18.822404219723143,5,True
AMD_RUB,2025-08-20,0.209799,False,0,0,False,False,False,108.94390424886157,9.37601559252954,5,True
AMD_RUB,2025-08-21,0.209276,True,0,0,True,False,False,83.74369994892383,9.897113172201433,5,False
AMD_RUB,2025-08-22,0.209707,False,0,0,False,False,False,104.51098112153056,13.109782467593865,5,True
AMD_RUB,2025-08-25,0.211044,False,0,0,False,False,False,146.68762891058896,-9.174726099791418,1,True
AMD_RUB,2025-08-26,0.210763,True,0,0,True,False,False,90.09914736141545,-2.1693219897058746,1,False
AMD_RUB,2025-08-27,0.210522,True,0,0,True,False,False,78.56147758771526,-8.843404785281006,1,False
AMD_RUB,2025-08-28,0.210444,True,0,1,True,False,True,74.82729400950738,-11.520335530674997,1,False
AMD_RUB,2025-08-29,0.209656,True,0,1,True,False,True,18.157839408246,-10.202998820595166,1,False
AMD_RUB,2025-09-01,0.210006,True,0,0,True,False,False,16.69401304994711,-16.705067774459348,1,False
AMD_RUB,2025-09-02,0.210204,True,0,0,True,False,False,26.138054718205517,-14.585313809518663,1,False
AMD_RUB,2025-09-03,0.210606,True,0,0,True,False,False,45.312321135573264,1.2817664740669699,1,False
AMD_RUB,2025-09-04,0.211287,True,0,0,True,False,False,77.79410081276028,5.306671618424463,5,False
AMD_RUB,2025-09-05,0.212682,False,1,0,False,False,False,144.33166711184109,19.668105416682735,5,True
AMD_RUB,2025-09-08,0.213067,False,1,0,False,False,False,162.6950814667838,5.209062555856292,5,True
AMD_RUB,2025-09-09,0.215267,False,0,0,False,False,False,250.5166519051838,30.15408891189697,5,False
AMD_RUB,2025-09-10,0.217372,False,0,0,False,False,False,350.7518832795253,30.16154187793818,5,False
AMD_RUB,2025-09-11,0.222022,False,0,0,False,False,False,572.1741283582382,127.60854850051741,5,False
AMD_RUB,2025-09-12,0.223814,False,0,0,False,False,False,647.4662708606882,79.29166415121401,5,False
AMD_RUB,2025-09-15,0.220043,False,0,0,False,False,False,346.1035724696959,5.81318773151418,5,False
AMD_RUB,2025-09-16,0.21683,False,0,0,False,False,False,176.61111293630682,-78.58229107903568,0,True
AMD_RUB,2025-09-17,0.216214,False,0,1,False,False,True,147.70001924277355,-45.93679591705513,0,True
AMD_RUB,2025-09-18,0.216741,False,0,1,False,False,True,172.43402310071377,-21.685504847768435,0,True
AMD_RUB,2025-09-19,0.217393,True,0,1,True,False,True,98.76107345761386,-22.765698652068565,0,False
AMD_RUB,2025-09-22,0.218337,False,0,0,True,False,False,98.18975644500405,-6.869096434984456,0,False
AMD_RUB,2025-09-23,0.219112,False,0,0,False,False,False,134.03387384720799,9.858432319767019,5,True
AMD_RUB,2025-09-24,0.217711,False,0,0,True,False,False,69.23695967883559,-16.080045841780684,0,False
AMD_RUB,2025-09-25,0.219459,False,0,0,False,False,False,150.08278834858,13.519891691065265,4,True
AMD_RUB,2025-09-26,0.218027,False,0,0,True,False,False,83.85210948412158,-6.684387603430598,0,False
AMD_RUB,2025-09-29,0.218473,False,0,0,True,False,False,49.679612499022866,3.481065433096564,4,False
AMD_RUB,2025-09-30,0.216506,False,0,1,True,False,True,0.0,-9.630294524167526,0,False
AMD_RUB,2025-10-01,0.215958,False,0,0,True,False,False,0.0,-12.296574528585015,0,False
AMD_RUB,2025-10-02,0.21293,True,0,1,True,False,True,0.0,-28.716917355511963,0,False
AMD_RUB,2025-10-03,0.211323,True,0,1,True,False,True,0.0,-26.54336868388496,0,False
AMD_RUB,2025-10-06,0.213964,False,0,1,False,False,True,124.97456500238924,-3.328516270654891,0,True
AMD_RUB,2025-10-07,0.216948,False,0,0,False,False,False,266.1802075495801,1.5470514625062215,4,False
AMD_RUB,2025-10-08,0.214136,False,0,0,False,False,False,133.1137642376823,-27.295855932135236,0,True
AMD_RUB,2025-10-09,0.213058,False,0,1,True,False,True,82.10180623973606,-14.395601097315637,0,False
AMD_RUB,2025-10-10,0.21281,False,0,1,True,False,True,70.36621664466169,-20.013215157452358,0,False
AMD_RUB,2025-10-13,0.212161,False,0,1,True,False,True,39.654935809163575,-6.897721118045209,0,False
AMD_RUB,2025-10-14,0.211346,False,0,1,True,False,True,0.0,-14.34625848323634,0,False
AMD_RUB,2025-10-15,0.208895,False,0,1,True,False,True,0.0,13.885628615272873,5,False
AMD_RUB,2025-10-16,0.206023,True,0,1,True,False,True,0.0,10.3002629511737,5,False
AMD_RUB,2025-10-17,0.206766,True,0,1,True,False,True,36.06393460924284,1.762219581748603,4,False
AMD_RUB,2025-10-20,0.211672,False,0,0,False,False,False,274.19268722424175,-8.467725085682385,0,False
AMD_RUB,2025-10-21,0.212418,False,0,0,False,False,False,310.4022366434811,-1.5956873382323433,3,False
AMD_RUB,2025-10-22,0.212657,False,0,0,False,False,False,322.002883173238,-7.881548528277493,0,False
AMD_RUB,2025-10-23,0.213471,False,0,0,False,False,False,361.5130349524076,10.004674608595998,5,False
AMD_RUB,2025-10-24,0.212446,False,0,0,False,False,False,311.76130820345315,-1.1214983893892416,2,False
AMD_RUB,2025-10-27,0.211386,False,0,0,False,False,False,223.4409912654889,0.9744020455020319,3,False
AMD_RUB,2025-10-28,0.206388,True,0,1,True,False,True,0.0,56.9911415933615,5,False
AMD_RUB,2025-10-29,0.20852,False,1,1,False,True,True,103.30057949105687,36.4828896389886,5,True
AMD_RUB,2025-10-30,0.207703,True,0,1,True,False,True,63.714944667325746,6.282517616869265,3,False
AMD_RUB,2025-10-31,0.210346,False,0,0,False,False,False,191.77471558424085,0.805105218218527,4,True
AMD_RUB,2025-11-03,0.211384,False,0,0,False,False,False,242.06833730643362,-13.990322411955523,0,False
AMD_RUB,2025-11-04,0.211384,False,0,0,False,False,False,242.06833730643362,-14.1033937066366,0,False
AMD_RUB,2025-11-05,0.211384,False,0,0,False,False,False,242.06833730643362,-17.454223458123643,0,False
AMD_RUB,2025-11-06,0.212219,False,0,0,False,False,False,282.5261158594494,-14.279545755276235,0,False
AMD_RUB,2025-11-07,0.21276,False,0,0,False,False,False,308.7388801674518,-13.745757147969993,0,False
AMD_RUB,2025-11-10,0.212333,True,0,0,True,False,False,94.46340790887353,-10.216284700317102,0,False
AMD_RUB,2025-11-11,0.211738,True,0,0,True,False,False,16.746773644173985,-10.338751609837216,0,False
AMD_RUB,2025-11-12,0.212685,False,0,0,True,False,False,61.54675850584823,-6.0534648185455175,0,False
AMD_RUB,2025-11-13,0.212738,False,0,0,True,False,False,64.05404382545666,-7.037463930219533,0,False
AMD_RUB,2025-11-14,0.210843,False,0,0,True,False,False,0.0,-1.5661490903045028,2,False
AMD_RUB,2025-11-17,0.212309,False,0,0,True,False,False,69.53040888243889,8.311023376792015,4,False
AMD_RUB,2025-11-18,0.212539,False,0,0,True,False,False,80.43899963479984,5.3583537067960485,3,False
AMD_RUB,2025-11-19,0.21218,False,0,0,True,False,False,63.412112330027966,-0.9782625105418941,2,False
AMD_RUB,2025-11-20,0.212192,False,0,0,True,False,False,63.98125619536677,-0.04962785555706617,3,False
AMD_RUB,2025-11-21,0.211313,False,0,0,True,False,False,22.29146805917237,6.270951983687656,5,False
AMD_RUB,2025-11-24,0.207082,False,0,1,True,False,True,0.0,37.943499907179046,5,False
AMD_RUB,2025-11-25,0.206814,False,0,1,True,False,True,0.0,16.143609618668457,4,False
AMD_RUB,2025-11-26,0.20708,False,0,1,True,False,True,12.86179852427738,6.100814361380991,5,False
AMD_RUB,2025-11-27,0.206219,False,0,1,True,False,True,0.0,1.5888108023671688,3,False
AMD_RUB,2025-11-28,0.205344,False,0,1,True,False,True,0.0,10.117868991104118,5,False
AMD_RUB,2025-12-01,0.205092,False,0,1,False,False,True,0.0,5.833741187435404,5,False
AMD_RUB,2025-12-02,0.203842,False,0,1,False,False,True,0.0,14.370111148869658,5,False
AMD_RUB,2025-12-03,0.203187,False,0,1,False,False,True,0.0,8.870462017718683,5,False
AMD_RUB,2025-12-04,0.204501,False,0,1,True,False,True,64.66949165054858,8.052127794915265,5,False
AMD_RUB,2025-12-05,0.201949,False,0,1,True,False,True,0.0,34.943948739523115,5,False
AMD_RUB,2025-12-08,0.199459,True,0,1,True,False,True,0.0,20.36559174090602,5,False
AMD_RUB,2025-12-09,0.202525,False,1,0,False,True,False,153.7158012423623,33.11822597163162,5,True
AMD_RUB,2025-12-10,0.201248,True,0,1,True,False,True,89.69261853313259,5.153548567752075,5,False
AMD_RUB,2025-12-11,0.204022,False,0,0,False,False,False,228.76881965717243,-14.244741611518785,0,False
AMD_RUB,2025-12-12,0.207783,False,0,0,False,False,False,417.328874605809,-46.56275885077199,0,False
AMD_RUB,2025-12-15,0.208842,False,0,0,False,False,False,470.4224928431411,-12.898881776899128,0,False
AMD_RUB,2025-12-16,0.208146,False,0,0,False,False,False,435.528103520022,-21.233153260958204,0,False
AMD_RUB,2025-12-17,0.208063,False,0,0,False,False,False,431.3668473220056,-18.260978985149336,0,False
AMD_RUB,2025-12-18,0.210658,False,0,0,False,False,False,561.4687730310508,-39.47074855440901,0,False
AMD_RUB,2025-12-19,0.209777,False,0,0,False,False,False,423.8054539672431,-12.546877120753084,0,False
AMD_RUB,2025-12-22,0.211608,False,0,0,False,False,False,184.08628232338575,-10.688639170262304,0,True
AMD_RUB,2025-12-23,0.207902,False,0,0,True,False,False,0.0,15.041611115276021,4,False
AMD_RUB,2025-12-24,0.205963,False,0,1,True,False,True,0.0,39.85752519978236,5,False
AMD_RUB,2025-12-25,0.205623,False,0,1,True,False,True,0.0,21.942735978112808,5,False
AMD_RUB,2025-12-26,0.204148,True,0,1,True,False,True,0.0,27.321787312325263,5,False
AMD_RUB,2025-12-29,0.203666,True,0,1,True,False,True,0.0,5.963730971044079,4,False
AMD_RUB,2025-12-30,0.203027,True,0,1,True,False,True,0.0,20.693616263887105,5,False
AMD_RUB,2025-12-31,0.205126,False,0,0,False,False,False,103.38526402892123,18.854853587655377,5,True
AMD_RUB,2026-01-01,0.205126,False,0,0,False,False,False,103.38526402892123,16.252892882326897,5,True
AMD_RUB,2026-01-02,0.205126,False,0,0,False,False,False,103.38526402892123,19.325731618030197,4,True
AMD_RUB,2026-01-05,0.205126,False,0,0,False,False,False,103.38526402892123,17.64838300319793,5,True
AMD_RUB,2026-01-06,0.205126,False,0,0,False,False,False,103.38526402892123,15.62132645281844,5,True
AMD_RUB,2026-01-07,0.205126,False,0,0,False,False,False,103.38526402892123,16.3483470217769,5,True
AMD_RUB,2026-01-08,0.205126,False,0,0,False,False,False,103.38526402892123,9.725398853123846,5,True
AMD_RUB,2026-01-09,0.205126,False,0,0,False,False,False,103.38526402892123,7.065468282284383,5,True
