date,type,corridor,label,rate
2025-01-30,Good day,TJS_RUB,0,8.97272
2025-01-30,Good day,UZS_RUB,0,0.00755397
2025-01-30,Кандидат,AMD_RUB,1,0.246096
2025-01-30,Кандидат,KGS_RUB,1,1.12078
2025-01-30,Кандидат,KZT_RUB,0,0.189899
2025-01-30,Кандидат,TJS_RUB,0,8.97272
2025-01-30,Кандидат,UZS_RUB,0,0.00755397
2025-01-31,Closing,AMD_RUB,0,0.246296
2025-01-31,Closing,KGS_RUB,0,1.12071
2025-01-31,Closing,KZT_RUB,0,0.189622
2025-01-31,Closing,TJS_RUB,0,8.98678
2025-01-31,Closing,UZS_RUB,0,0.00755734
2025-01-31,Fact,AMD_RUB,0,0.246296
2025-01-31,Fact,KGS_RUB,0,1.12071
2025-01-31,Fact,KZT_RUB,0,0.189622
2025-01-31,Fact,TJS_RUB,0,8.98678
2025-01-31,Fact,UZS_RUB,0,0.00755734
2025-01-31,Good day,AMD_RUB,0,0.246296
2025-01-31,Good day,KGS_RUB,0,1.12071
2025-01-31,Good day,KZT_RUB,0,0.189622
2025-01-31,Good day,TJS_RUB,0,8.98678
2025-01-31,Good day,UZS_RUB,0,0.00755734
2025-01-31,Кандидат,AMD_RUB,0,0.246296
2025-01-31,Кандидат,KGS_RUB,1,1.12071
2025-01-31,Кандидат,KZT_RUB,0,0.189622
2025-01-31,Кандидат,TJS_RUB,0,8.98678
2025-01-31,Кандидат,UZS_RUB,1,0.00755734
2025-02-03,Closing,AMD_RUB,0,0.246158
2025-02-03,Closing,KGS_RUB,0,1.11848
2025-02-03,Closing,KZT_RUB,0,0.188358
2025-02-03,Closing,TJS_RUB,0,8.95358
2025-02-03,Closing,UZS_RUB,0,0.00754886
2025-02-03,Fact,AMD_RUB,0,0.246158
2025-02-03,Fact,KGS_RUB,0,1.11848
2025-02-03,Fact,KZT_RUB,0,0.188358
2025-02-03,Fact,TJS_RUB,0,8.95358
2025-02-03,Fact,UZS_RUB,0,0.00754886
2025-02-03,Good day,AMD_RUB,1,0.246158
2025-02-03,Good day,KGS_RUB,1,1.11848
2025-02-03,Good day,KZT_RUB,1,0.188358
2025-02-03,Good day,TJS_RUB,1,8.95358
2025-02-03,Good day,UZS_RUB,1,0.00754886
2025-02-03,Кандидат,AMD_RUB,1,0.246158
2025-02-03,Кандидат,KGS_RUB,1,1.11848
2025-02-03,Кандидат,KZT_RUB,1,0.188358
2025-02-03,Кандидат,TJS_RUB,1,8.95358
2025-02-03,Кандидат,UZS_RUB,1,0.00754886
2025-02-04,Closing,AMD_RUB,0,0.251753
2025-02-04,Closing,KGS_RUB,0,1.14286
2025-02-04,Closing,KZT_RUB,0,0.192889
2025-02-04,Closing,TJS_RUB,0,9.14796
2025-02-04,Closing,UZS_RUB,0,0.00770273
2025-02-04,Fact,AMD_RUB,0,0.251753
2025-02-04,Fact,KGS_RUB,0,1.14286
2025-02-04,Fact,KZT_RUB,0,0.192889
2025-02-04,Fact,TJS_RUB,0,9.14796
2025-02-04,Fact,UZS_RUB,0,0.00770273
2025-02-04,Good day,AMD_RUB,0,0.251753
2025-02-04,Good day,KGS_RUB,0,1.14286
2025-02-04,Good day,KZT_RUB,0,0.192889
2025-02-04,Good day,TJS_RUB,0,9.14796
2025-02-04,Good day,UZS_RUB,0,0.00770273
2025-02-04,Кандидат,AMD_RUB,0,0.251753
2025-02-04,Кандидат,KGS_RUB,0,1.14286
2025-02-04,Кандидат,KZT_RUB,0,0.192889
2025-02-04,Кандидат,TJS_RUB,0,9.14796
2025-02-04,Кандидат,UZS_RUB,0,0.00770273
2025-02-05,Closing,AMD_RUB,0,0.248377
2025-02-05,Closing,KGS_RUB,0,1.12674
2025-02-05,Closing,KZT_RUB,0,0.188906
2025-02-05,Closing,TJS_RUB,0,9.00566
2025-02-05,Closing,UZS_RUB,0,0.00758826
2025-02-05,Fact,AMD_RUB,0,0.248377
2025-02-05,Fact,KGS_RUB,0,1.12674
2025-02-05,Fact,KZT_RUB,0,0.188906
2025-02-05,Fact,TJS_RUB,0,9.00566
2025-02-05,Fact,UZS_RUB,0,0.00758826
2025-02-05,Good day,AMD_RUB,0,0.248377
2025-02-05,Good day,KGS_RUB,0,1.12674
2025-02-05,Good day,KZT_RUB,0,0.188906
2025-02-05,Good day,TJS_RUB,0,9.00566
2025-02-05,Good day,UZS_RUB,0,0.00758826
2025-02-05,Кандидат,AMD_RUB,0,0.248377
2025-02-05,Кандидат,KGS_RUB,0,1.12674
2025-02-05,Кандидат,KZT_RUB,1,0.188906
2025-02-05,Кандидат,TJS_RUB,0,9.00566
2025-02-05,Кандидат,UZS_RUB,0,0.00758826
2025-02-06,Closing,AMD_RUB,0,0.247253
2025-02-06,Closing,KGS_RUB,0,1.12128
