corridor,selected_rule,F,A,R,validation_frequency,validation_hit_rate,validation_uplift,status
AMD_RUB,F=0.900|A=0.002|R=0.002,0.9,0.002,0.002,0.0948905109489051,0.46153846153846156,3.0303030303030303,VALIDATED_RULE
KGS_RUB,F=0.900|A=0.002|R=0.002,0.9,0.002,0.002,0.10948905109489052,0.4,2.9315960912052117,VALIDATED_RULE
KZT_RUB,F=0.800|A=0.005|R=0.002,0.8,0.005,0.002,0.0948905109489051,0.46153846153846156,2.8125,VALIDATED_RULE
TJS_RUB,F=0.850|A=0.005|R=0.002,0.85,0.005,0.002,0.05474452554744526,0.6,5.7324840764331215,VALIDATED_RULE
UZS_RUB,F=0.900|A=0.002|R=0.002,0.9,0.002,0.002,0.06204379562043796,0.4117647058823529,3.4482758620689657,VALIDATED_RULE
