file,rule,description,horizon_days,x_bps,corridor,rows,good_days,good_share,good_episodes,median_regret_bps
low_p10_30_and_regret__h-10__x-025bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,10,25,UZS_RUB,270,18,0.06666666666666667,12,91.37975477443479
low_p10_30_and_regret__h-10__x-050bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,10,50,AMD_RUB,270,26,0.0962962962962963,14,60.877328193785274
low_p10_30_and_regret__h-10__x-050bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,10,50,KGS_RUB,270,27,0.1,13,64.58196763099026
low_p10_30_and_regret__h-10__x-050bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,10,50,KZT_RUB,270,18,0.06666666666666667,13,90.73190827429198
low_p10_30_and_regret__h-10__x-050bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,10,50,TJS_RUB,270,25,0.09259259259259259,11,68.78918857140532
low_p10_30_and_regret__h-10__x-050bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,10,50,UZS_RUB,270,18,0.06666666666666667,12,91.37975477443479
low_p10_30_and_regret__h-10__x-100bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,10,100,AMD_RUB,270,30,0.1111111111111111,13,60.877328193785274
low_p10_30_and_regret__h-10__x-100bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,10,100,KGS_RUB,270,34,0.1259259259259259,15,64.58196763099026
low_p10_30_and_regret__h-10__x-100bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,10,100,KZT_RUB,270,26,0.0962962962962963,12,90.73190827429198
low_p10_30_and_regret__h-10__x-100bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,10,100,TJS_RUB,270,31,0.11481481481481481,13,68.78918857140532
low_p10_30_and_regret__h-10__x-100bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,10,100,UZS_RUB,270,27,0.1,13,91.37975477443479
low_p20_60_and_regret__h-10__x-025bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,10,25,AMD_RUB,270,34,0.1259259259259259,19,60.877328193785274
low_p20_60_and_regret__h-10__x-025bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,10,25,KGS_RUB,270,31,0.11481481481481481,20,64.58196763099026
low_p20_60_and_regret__h-10__x-025bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,10,25,KZT_RUB,270,21,0.07777777777777778,13,90.73190827429198
low_p20_60_and_regret__h-10__x-025bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,10,25,TJS_RUB,270,23,0.08518518518518518,15,68.78918857140532
low_p20_60_and_regret__h-10__x-025bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,10,25,UZS_RUB,270,25,0.09259259259259259,17,91.37975477443479
low_p20_60_and_regret__h-10__x-050bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,10,50,AMD_RUB,270,44,0.16296296296296298,20,60.877328193785274
low_p20_60_and_regret__h-10__x-050bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,10,50,KGS_RUB,270,45,0.16666666666666666,17,64.58196763099026
low_p20_60_and_regret__h-10__x-050bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,10,50,KZT_RUB,270,23,0.08518518518518518,13,90.73190827429198
low_p20_60_and_regret__h-10__x-050bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,10,50,TJS_RUB,270,35,0.12962962962962962,13,68.78918857140532
low_p20_60_and_regret__h-10__x-050bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,10,50,UZS_RUB,270,28,0.1037037037037037,16,91.37975477443479
low_p20_60_and_regret__h-10__x-100bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,10,100,AMD_RUB,270,56,0.2074074074074074,18,60.877328193785274
low_p20_60_and_regret__h-10__x-100bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,10,100,KGS_RUB,270,62,0.22962962962962963,16,64.58196763099026
low_p20_60_and_regret__h-10__x-100bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,10,100,KZT_RUB,270,37,0.13703703703703704,12,90.73190827429198
low_p20_60_and_regret__h-10__x-100bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,10,100,TJS_RUB,270,49,0.1814814814814815,12,68.78918857140532
low_p20_60_and_regret__h-10__x-100bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,10,100,UZS_RUB,270,45,0.16666666666666666,16,91.37975477443479
regret_max__h-20__x-025bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,20,25,AMD_RUB,270,80,0.2962962962962963,27,106.41433539709311
regret_max__h-20__x-025bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,20,25,KGS_RUB,270,73,0.27037037037037037,24,115.02676358899545
regret_max__h-20__x-025bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,20,25,KZT_RUB,270,75,0.2777777777777778,26,142.21317840849497
regret_max__h-20__x-025bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,20,25,TJS_RUB,270,69,0.25555555555555554,21,146.20897687305876
regret_max__h-20__x-025bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,20,25,UZS_RUB,270,82,0.3037037037037037,29,122.88226319984349
regret_max__h-20__x-050bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,20,50,AMD_RUB,270,104,0.3851851851851852,25,106.41433539709311
regret_max__h-20__x-050bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,20,50,KGS_RUB,270,105,0.3888888888888889,20,115.02676358899545
regret_max__h-20__x-050bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,20,50,KZT_RUB,270,83,0.3074074074074074,26,142.21317840849497
regret_max__h-20__x-050bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,20,50,TJS_RUB,270,90,0.3333333333333333,21,146.20897687305876
regret_max__h-20__x-050bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,20,50,UZS_RUB,270,91,0.337037037037037,24,122.88226319984349
regret_max__h-20__x-100bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,20,100,AMD_RUB,270,133,0.4925925925925926,16,106.41433539709311
regret_max__h-20__x-100bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,20,100,KGS_RUB,270,126,0.4666666666666667,18,115.02676358899545
regret_max__h-20__x-100bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,20,100,KZT_RUB,270,116,0.42962962962962964,24,142.21317840849497
regret_max__h-20__x-100bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,20,100,TJS_RUB,270,118,0.43703703703703706,17,146.20897687305876
regret_max__h-20__x-100bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,20,100,UZS_RUB,270,120,0.4444444444444444,17,122.88226319984349
near_local_min__h-20__x-025bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,20,25,AMD_RUB,270,15,0.05555555555555555,12,106.41433539709311
near_local_min__h-20__x-025bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,20,25,KGS_RUB,270,11,0.040740740740740744,8,115.02676358899545
near_local_min__h-20__x-025bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,20,25,KZT_RUB,270,14,0.05185185185185185,11,142.21317840849497
near_local_min__h-20__x-025bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,20,25,TJS_RUB,270,10,0.037037037037037035,7,146.20897687305876
near_local_min__h-20__x-025bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,20,25,UZS_RUB,270,8,0.02962962962962963,6,122.88226319984349
near_local_min__h-20__x-050bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,20,50,AMD_RUB,270,25,0.09259259259259259,14,106.41433539709311
near_local_min__h-20__x-050bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,20,50,KGS_RUB,270,23,0.08518518518518518,13,115.02676358899545
near_local_min__h-20__x-050bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,20,50,KZT_RUB,270,25,0.09259259259259259,16,142.21317840849497
near_local_min__h-20__x-050bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,20,50,TJS_RUB,270,15,0.05555555555555555,9,146.20897687305876
near_local_min__h-20__x-050bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,20,50,UZS_RUB,270,9,0.03333333333333333,6,122.88226319984349
near_local_min__h-20__x-100bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,20,100,AMD_RUB,270,47,0.17407407407407408,17,106.41433539709311
near_local_min__h-20__x-100bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,20,100,KGS_RUB,270,47,0.17407407407407408,19,115.02676358899545
near_local_min__h-20__x-100bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,20,100,KZT_RUB,270,47,0.17407407407407408,21,142.21317840849497
near_local_min__h-20__x-100bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,20,100,TJS_RUB,270,40,0.14814814814814814,15,146.20897687305876
near_local_min__h-20__x-100bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,20,100,UZS_RUB,270,22,0.08148148148148149,15,122.88226319984349
centered_mean_benefit__h-20__x-025bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,20,25,AMD_RUB,270,138,0.5111111111111111,22,106.41433539709311
centered_mean_benefit__h-20__x-025bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,20,25,KGS_RUB,270,137,0.5074074074074074,22,115.02676358899545
centered_mean_benefit__h-20__x-025bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,20,25,KZT_RUB,270,128,0.4740740740740741,27,142.21317840849497
centered_mean_benefit__h-20__x-025bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,20,25,TJS_RUB,270,132,0.4888888888888889,18,146.20897687305876
centered_mean_benefit__h-20__x-025bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,20,25,UZS_RUB,270,142,0.5259259259259259,23,122.88226319984349
centered_mean_benefit__h-20__x-050bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,20,50,AMD_RUB,270,113,0.4185185185185185,20,106.41433539709311
centered_mean_benefit__h-20__x-050bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,20,50,KGS_RUB,270,116,0.42962962962962964,21,115.02676358899545
centered_mean_benefit__h-20__x-050bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,20,50,KZT_RUB,270,106,0.3925925925925926,28,142.21317840849497
centered_mean_benefit__h-20__x-050bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,20,50,TJS_RUB,270,110,0.4074074074074074,19,146.20897687305876
centered_mean_benefit__h-20__x-050bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,20,50,UZS_RUB,270,120,0.4444444444444444,24,122.88226319984349
centered_mean_benefit__h-20__x-100bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,20,100,AMD_RUB,270,77,0.2851851851851852,20,106.41433539709311
centered_mean_benefit__h-20__x-100bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,20,100,KGS_RUB,270,79,0.29259259259259257,19,115.02676358899545
centered_mean_benefit__h-20__x-100bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,20,100,KZT_RUB,270,76,0.2814814814814815,20,142.21317840849497
centered_mean_benefit__h-20__x-100bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,20,100,TJS_RUB,270,77,0.2851851851851852,21,146.20897687305876
centered_mean_benefit__h-20__x-100bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,20,100,UZS_RUB,270,82,0.3037037037037037,22,122.88226319984349
future_median_benefit__h-20__x-025bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,20,25,AMD_RUB,270,134,0.4962962962962963,19,106.41433539709311
future_median_benefit__h-20__x-025bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,20,25,KGS_RUB,270,126,0.4666666666666667,20,115.02676358899545
future_median_benefit__h-20__x-025bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,20,25,KZT_RUB,270,146,0.5407407407407407,23,142.21317840849497
future_median_benefit__h-20__x-025bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,20,25,TJS_RUB,270,132,0.4888888888888889,24,146.20897687305876
future_median_benefit__h-20__x-025bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,20,25,UZS_RUB,270,133,0.4925925925925926,22,122.88226319984349
future_median_benefit__h-20__x-050bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,20,50,AMD_RUB,270,115,0.42592592592592593,20,106.41433539709311
future_median_benefit__h-20__x-050bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,20,50,KGS_RUB,270,112,0.4148148148148148,17,115.02676358899545
future_median_benefit__h-20__x-050bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,20,50,KZT_RUB,270,127,0.4703703703703704,29,142.21317840849497
future_median_benefit__h-20__x-050bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,20,50,TJS_RUB,270,117,0.43333333333333335,24,146.20897687305876
future_median_benefit__h-20__x-050bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,20,50,UZS_RUB,270,113,0.4185185185185185,21,122.88226319984349
future_median_benefit__h-20__x-100bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,20,100,AMD_RUB,270,88,0.32592592592592595,19,106.41433539709311
future_median_benefit__h-20__x-100bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,20,100,KGS_RUB,270,83,0.3074074074074074,15,115.02676358899545
future_median_benefit__h-20__x-100bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,20,100,KZT_RUB,270,94,0.34814814814814815,22,142.21317840849497
future_median_benefit__h-20__x-100bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,20,100,TJS_RUB,270,90,0.3333333333333333,16,146.20897687305876
future_median_benefit__h-20__x-100bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,20,100,UZS_RUB,270,93,0.34444444444444444,21,122.88226319984349
stable_80pct__h-20__x-025bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,20,25,AMD_RUB,270,129,0.4777777777777778,20,106.41433539709311
stable_80pct__h-20__x-025bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,20,25,KGS_RUB,270,120,0.4444444444444444,18,115.02676358899545
stable_80pct__h-20__x-025bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,20,25,KZT_RUB,270,126,0.4666666666666667,24,142.21317840849497
stable_80pct__h-20__x-025bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,20,25,TJS_RUB,270,123,0.45555555555555555,20,146.20897687305876
stable_80pct__h-20__x-025bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,20,25,UZS_RUB,270,120,0.4444444444444444,23,122.88226319984349
stable_80pct__h-20__x-050bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,20,50,AMD_RUB,270,145,0.5370370370370371,16,106.41433539709311
stable_80pct__h-20__x-050bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,20,50,KGS_RUB,270,133,0.4925925925925926,14,115.02676358899545
stable_80pct__h-20__x-050bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,20,50,KZT_RUB,270,138,0.5111111111111111,22,142.21317840849497
stable_80pct__h-20__x-050bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,20,50,TJS_RUB,270,133,0.4925925925925926,20,146.20897687305876
stable_80pct__h-20__x-050bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,20,50,UZS_RUB,270,134,0.4962962962962963,21,122.88226319984349
stable_80pct__h-20__x-100bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,20,100,AMD_RUB,270,166,0.6148148148148148,16,106.41433539709311
stable_80pct__h-20__x-100bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,20,100,KGS_RUB,270,160,0.5925925925925926,17,115.02676358899545
stable_80pct__h-20__x-100bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,20,100,KZT_RUB,270,158,0.5851851851851851,17,142.21317840849497
stable_80pct__h-20__x-100bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,20,100,TJS_RUB,270,153,0.5666666666666667,20,146.20897687305876
stable_80pct__h-20__x-100bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,20,100,UZS_RUB,270,160,0.5925925925925926,17,122.88226319984349
no_early_better__h-20__x-025bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,20,25,AMD_RUB,270,97,0.3592592592592593,31,106.41433539709311
no_early_better__h-20__x-025bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,20,25,KGS_RUB,270,88,0.32592592592592595,30,115.02676358899545
no_early_better__h-20__x-025bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,20,25,KZT_RUB,270,87,0.32222222222222224,32,142.21317840849497
no_early_better__h-20__x-025bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,20,25,TJS_RUB,270,97,0.3592592592592593,29,146.20897687305876
no_early_better__h-20__x-025bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,20,25,UZS_RUB,270,93,0.34444444444444444,33,122.88226319984349
no_early_better__h-20__x-050bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,20,50,AMD_RUB,270,124,0.45925925925925926,28,106.41433539709311
no_early_better__h-20__x-050bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,20,50,KGS_RUB,270,121,0.44814814814814813,24,115.02676358899545
no_early_better__h-20__x-050bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,20,50,KZT_RUB,270,99,0.36666666666666664,31,142.21317840849497
no_early_better__h-20__x-050bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,20,50,TJS_RUB,270,119,0.44074074074074077,26,146.20897687305876
no_early_better__h-20__x-050bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,20,50,UZS_RUB,270,102,0.37777777777777777,29,122.88226319984349
no_early_better__h-20__x-100bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,20,100,AMD_RUB,270,156,0.5777777777777777,18,106.41433539709311
no_early_better__h-20__x-100bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,20,100,KGS_RUB,270,152,0.562962962962963,20,115.02676358899545
no_early_better__h-20__x-100bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,20,100,KZT_RUB,270,140,0.5185185185185185,30,142.21317840849497
no_early_better__h-20__x-100bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,20,100,TJS_RUB,270,152,0.562962962962963,20,146.20897687305876
no_early_better__h-20__x-100bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,20,100,UZS_RUB,270,138,0.5111111111111111,22,122.88226319984349
low_p10_30_and_regret__h-20__x-025bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,20,25,AMD_RUB,270,16,0.05925925925925926,13,106.41433539709311
low_p10_30_and_regret__h-20__x-025bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,20,25,KGS_RUB,270,15,0.05555555555555555,11,115.02676358899545
low_p10_30_and_regret__h-20__x-025bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,20,25,KZT_RUB,270,16,0.05925925925925926,12,142.21317840849497
low_p10_30_and_regret__h-20__x-025bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,20,25,TJS_RUB,270,11,0.040740740740740744,9,146.20897687305876
low_p10_30_and_regret__h-20__x-025bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,20,25,UZS_RUB,270,17,0.06296296296296296,11,122.88226319984349
low_p10_30_and_regret__h-20__x-050bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,20,50,AMD_RUB,270,22,0.08148148148148149,13,106.41433539709311
low_p10_30_and_regret__h-20__x-050bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,20,50,KGS_RUB,270,24,0.08888888888888889,12,115.02676358899545
low_p10_30_and_regret__h-20__x-050bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,20,50,KZT_RUB,270,17,0.06296296296296296,12,142.21317840849497
low_p10_30_and_regret__h-20__x-050bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,20,50,TJS_RUB,270,18,0.06666666666666667,9,146.20897687305876
low_p10_30_and_regret__h-20__x-050bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,20,50,UZS_RUB,270,17,0.06296296296296296,11,122.88226319984349
low_p10_30_and_regret__h-20__x-100bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,20,100,AMD_RUB,270,27,0.1,12,106.41433539709311
low_p10_30_and_regret__h-20__x-100bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,20,100,KGS_RUB,270,28,0.1037037037037037,13,115.02676358899545
low_p10_30_and_regret__h-20__x-100bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,20,100,KZT_RUB,270,25,0.09259259259259259,12,142.21317840849497
low_p10_30_and_regret__h-20__x-100bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,20,100,TJS_RUB,270,27,0.1,12,146.20897687305876
low_p10_30_and_regret__h-20__x-100bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,20,100,UZS_RUB,270,23,0.08518518518518518,11,122.88226319984349
low_p20_60_and_regret__h-20__x-025bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,20,25,AMD_RUB,270,26,0.0962962962962963,17,106.41433539709311
low_p20_60_and_regret__h-20__x-025bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,20,25,KGS_RUB,270,26,0.0962962962962963,16,115.02676358899545
low_p20_60_and_regret__h-20__x-025bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,20,25,KZT_RUB,270,20,0.07407407407407407,12,142.21317840849497
low_p20_60_and_regret__h-20__x-025bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,20,25,TJS_RUB,270,15,0.05555555555555555,11,146.20897687305876
low_p20_60_and_regret__h-20__x-025bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,20,25,UZS_RUB,270,23,0.08518518518518518,16,122.88226319984349
low_p20_60_and_regret__h-20__x-050bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,20,50,AMD_RUB,270,38,0.14074074074074075,19,106.41433539709311
low_p20_60_and_regret__h-20__x-050bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,20,50,KGS_RUB,270,39,0.14444444444444443,15,115.02676358899545
low_p20_60_and_regret__h-20__x-050bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,20,50,KZT_RUB,270,22,0.08148148148148149,12,142.21317840849497
low_p20_60_and_regret__h-20__x-050bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,20,50,TJS_RUB,270,25,0.09259259259259259,12,146.20897687305876
low_p20_60_and_regret__h-20__x-050bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,20,50,UZS_RUB,270,25,0.09259259259259259,14,122.88226319984349
low_p20_60_and_regret__h-20__x-100bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,20,100,AMD_RUB,270,51,0.18888888888888888,17,106.41433539709311
low_p20_60_and_regret__h-20__x-100bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,20,100,KGS_RUB,270,53,0.1962962962962963,16,115.02676358899545
low_p20_60_and_regret__h-20__x-100bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,20,100,KZT_RUB,270,34,0.1259259259259259,11,142.21317840849497
low_p20_60_and_regret__h-20__x-100bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,20,100,TJS_RUB,270,40,0.14814814814814814,11,146.20897687305876
low_p20_60_and_regret__h-20__x-100bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,20,100,UZS_RUB,270,39,0.14444444444444443,13,122.88226319984349
