file,rule,description,horizon_days,x_bps,corridor,rows,good_days,good_share,good_episodes,median_regret_bps
near_local_min__h-03__x-100bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,3,100,UZS_RUB,270,143,0.5296296296296297,53,10.224781913879726
centered_mean_benefit__h-03__x-025bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,3,25,AMD_RUB,270,88,0.32592592592592595,53,12.606911494010916
centered_mean_benefit__h-03__x-025bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,3,25,KGS_RUB,270,83,0.3074074074074074,50,14.86225846659917
centered_mean_benefit__h-03__x-025bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,3,25,KZT_RUB,270,87,0.32222222222222224,55,5.748280058428236
centered_mean_benefit__h-03__x-025bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,3,25,TJS_RUB,270,90,0.3333333333333333,53,13.44227682906245
centered_mean_benefit__h-03__x-025bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,3,25,UZS_RUB,270,99,0.36666666666666664,56,10.224781913879726
centered_mean_benefit__h-03__x-050bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,3,50,AMD_RUB,270,50,0.18518518518518517,38,12.606911494010916
centered_mean_benefit__h-03__x-050bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,3,50,KGS_RUB,270,51,0.18888888888888888,39,14.86225846659917
centered_mean_benefit__h-03__x-050bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,3,50,KZT_RUB,270,55,0.2037037037037037,39,5.748280058428236
centered_mean_benefit__h-03__x-050bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,3,50,TJS_RUB,270,49,0.1814814814814815,38,13.44227682906245
centered_mean_benefit__h-03__x-050bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,3,50,UZS_RUB,270,57,0.2111111111111111,42,10.224781913879726
centered_mean_benefit__h-03__x-100bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,3,100,AMD_RUB,270,10,0.037037037037037035,8,12.606911494010916
centered_mean_benefit__h-03__x-100bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,3,100,KGS_RUB,270,9,0.03333333333333333,7,14.86225846659917
centered_mean_benefit__h-03__x-100bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,3,100,KZT_RUB,270,26,0.0962962962962963,21,5.748280058428236
centered_mean_benefit__h-03__x-100bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,3,100,TJS_RUB,270,12,0.044444444444444446,9,13.44227682906245
centered_mean_benefit__h-03__x-100bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,3,100,UZS_RUB,270,17,0.06296296296296296,13,10.224781913879726
future_median_benefit__h-03__x-025bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,3,25,AMD_RUB,270,87,0.32222222222222224,40,12.606911494010916
future_median_benefit__h-03__x-025bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,3,25,KGS_RUB,270,83,0.3074074074074074,38,14.86225846659917
future_median_benefit__h-03__x-025bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,3,25,KZT_RUB,270,101,0.37407407407407406,47,5.748280058428236
future_median_benefit__h-03__x-025bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,3,25,TJS_RUB,270,95,0.35185185185185186,43,13.44227682906245
future_median_benefit__h-03__x-025bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,3,25,UZS_RUB,270,96,0.35555555555555557,46,10.224781913879726
future_median_benefit__h-03__x-050bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,3,50,AMD_RUB,270,66,0.24444444444444444,34,12.606911494010916
future_median_benefit__h-03__x-050bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,3,50,KGS_RUB,270,60,0.2222222222222222,31,14.86225846659917
future_median_benefit__h-03__x-050bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,3,50,KZT_RUB,270,76,0.2814814814814815,38,5.748280058428236
future_median_benefit__h-03__x-050bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,3,50,TJS_RUB,270,69,0.25555555555555554,37,13.44227682906245
future_median_benefit__h-03__x-050bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,3,50,UZS_RUB,270,75,0.2777777777777778,36,10.224781913879726
future_median_benefit__h-03__x-100bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,3,100,AMD_RUB,270,35,0.12962962962962962,21,12.606911494010916
future_median_benefit__h-03__x-100bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,3,100,KGS_RUB,270,32,0.11851851851851852,19,14.86225846659917
future_median_benefit__h-03__x-100bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,3,100,KZT_RUB,270,43,0.15925925925925927,23,5.748280058428236
future_median_benefit__h-03__x-100bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,3,100,TJS_RUB,270,34,0.1259259259259259,20,13.44227682906245
future_median_benefit__h-03__x-100bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,3,100,UZS_RUB,270,48,0.17777777777777778,28,10.224781913879726
stable_80pct__h-03__x-025bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,3,25,AMD_RUB,270,145,0.5370370370370371,48,12.606911494010916
stable_80pct__h-03__x-025bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,3,25,KGS_RUB,270,144,0.5333333333333333,47,14.86225846659917
stable_80pct__h-03__x-025bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,3,25,KZT_RUB,270,157,0.5814814814814815,50,5.748280058428236
stable_80pct__h-03__x-025bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,3,25,TJS_RUB,270,151,0.5592592592592592,48,13.44227682906245
stable_80pct__h-03__x-025bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,3,25,UZS_RUB,270,150,0.5555555555555556,47,10.224781913879726
stable_80pct__h-03__x-050bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,3,50,AMD_RUB,270,179,0.662962962962963,41,12.606911494010916
stable_80pct__h-03__x-050bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,3,50,KGS_RUB,270,180,0.6666666666666666,40,14.86225846659917
stable_80pct__h-03__x-050bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,3,50,KZT_RUB,270,175,0.6481481481481481,49,5.748280058428236
stable_80pct__h-03__x-050bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,3,50,TJS_RUB,270,177,0.6555555555555556,38,13.44227682906245
stable_80pct__h-03__x-050bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,3,50,UZS_RUB,270,161,0.5962962962962963,40,10.224781913879726
stable_80pct__h-03__x-100bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,3,100,AMD_RUB,270,225,0.8333333333333334,27,12.606911494010916
stable_80pct__h-03__x-100bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,3,100,KGS_RUB,270,220,0.8148148148148148,28,14.86225846659917
stable_80pct__h-03__x-100bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,3,100,KZT_RUB,270,213,0.7888888888888889,33,5.748280058428236
stable_80pct__h-03__x-100bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,3,100,TJS_RUB,270,221,0.8185185185185185,29,13.44227682906245
stable_80pct__h-03__x-100bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,3,100,UZS_RUB,270,209,0.774074074074074,31,10.224781913879726
no_early_better__h-03__x-025bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,3,25,AMD_RUB,270,173,0.6407407407407407,52,12.606911494010916
no_early_better__h-03__x-025bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,3,25,KGS_RUB,270,168,0.6222222222222222,50,14.86225846659917
no_early_better__h-03__x-025bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,3,25,KZT_RUB,270,180,0.6666666666666666,52,5.748280058428236
no_early_better__h-03__x-025bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,3,25,TJS_RUB,270,176,0.6518518518518519,47,13.44227682906245
no_early_better__h-03__x-025bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,3,25,UZS_RUB,270,179,0.662962962962963,46,10.224781913879726
no_early_better__h-03__x-050bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,3,50,AMD_RUB,270,202,0.7481481481481481,40,12.606911494010916
no_early_better__h-03__x-050bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,3,50,KGS_RUB,270,203,0.7518518518518519,40,14.86225846659917
no_early_better__h-03__x-050bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,3,50,KZT_RUB,270,198,0.7333333333333333,44,5.748280058428236
no_early_better__h-03__x-050bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,3,50,TJS_RUB,270,204,0.7555555555555555,39,13.44227682906245
no_early_better__h-03__x-050bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,3,50,UZS_RUB,270,190,0.7037037037037037,41,10.224781913879726
no_early_better__h-03__x-100bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,3,100,AMD_RUB,270,240,0.8888888888888888,22,12.606911494010916
no_early_better__h-03__x-100bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,3,100,KGS_RUB,270,239,0.8851851851851852,23,14.86225846659917
no_early_better__h-03__x-100bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,3,100,KZT_RUB,270,229,0.8481481481481481,26,5.748280058428236
no_early_better__h-03__x-100bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,3,100,TJS_RUB,270,238,0.8814814814814815,24,13.44227682906245
no_early_better__h-03__x-100bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,3,100,UZS_RUB,270,227,0.8407407407407408,28,10.224781913879726
low_p10_30_and_regret__h-03__x-025bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,3,25,AMD_RUB,270,28,0.1037037037037037,18,12.606911494010916
low_p10_30_and_regret__h-03__x-025bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,3,25,KGS_RUB,270,32,0.11851851851851852,21,14.86225846659917
low_p10_30_and_regret__h-03__x-025bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,3,25,KZT_RUB,270,29,0.10740740740740741,17,5.748280058428236
low_p10_30_and_regret__h-03__x-025bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,3,25,TJS_RUB,270,30,0.1111111111111111,19,13.44227682906245
low_p10_30_and_regret__h-03__x-025bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,3,25,UZS_RUB,270,30,0.1111111111111111,16,10.224781913879726
low_p10_30_and_regret__h-03__x-050bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,3,50,AMD_RUB,270,31,0.11481481481481481,17,12.606911494010916
low_p10_30_and_regret__h-03__x-050bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,3,50,KGS_RUB,270,39,0.14444444444444443,20,14.86225846659917
low_p10_30_and_regret__h-03__x-050bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,3,50,KZT_RUB,270,30,0.1111111111111111,17,5.748280058428236
low_p10_30_and_regret__h-03__x-050bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,3,50,TJS_RUB,270,37,0.13703703703703704,17,13.44227682906245
low_p10_30_and_regret__h-03__x-050bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,3,50,UZS_RUB,270,30,0.1111111111111111,16,10.224781913879726
low_p10_30_and_regret__h-03__x-100bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,3,100,AMD_RUB,270,41,0.15185185185185185,17,12.606911494010916
low_p10_30_and_regret__h-03__x-100bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,3,100,KGS_RUB,270,49,0.1814814814814815,18,14.86225846659917
low_p10_30_and_regret__h-03__x-100bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,3,100,KZT_RUB,270,36,0.13333333333333333,16,5.748280058428236
low_p10_30_and_regret__h-03__x-100bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,3,100,TJS_RUB,270,46,0.17037037037037037,17,13.44227682906245
low_p10_30_and_regret__h-03__x-100bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,3,100,UZS_RUB,270,41,0.15185185185185185,16,10.224781913879726
low_p20_60_and_regret__h-03__x-025bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,3,25,AMD_RUB,270,47,0.17407407407407408,27,12.606911494010916
low_p20_60_and_regret__h-03__x-025bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,3,25,KGS_RUB,270,51,0.18888888888888888,28,14.86225846659917
low_p20_60_and_regret__h-03__x-025bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,3,25,KZT_RUB,270,42,0.15555555555555556,19,5.748280058428236
low_p20_60_and_regret__h-03__x-025bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,3,25,TJS_RUB,270,43,0.15925925925925927,24,13.44227682906245
low_p20_60_and_regret__h-03__x-025bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,3,25,UZS_RUB,270,50,0.18518518518518517,24,10.224781913879726
low_p20_60_and_regret__h-03__x-050bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,3,50,AMD_RUB,270,55,0.2037037037037037,25,12.606911494010916
low_p20_60_and_regret__h-03__x-050bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,3,50,KGS_RUB,270,62,0.22962962962962963,24,14.86225846659917
low_p20_60_and_regret__h-03__x-050bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,3,50,KZT_RUB,270,45,0.16666666666666666,19,5.748280058428236
low_p20_60_and_regret__h-03__x-050bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,3,50,TJS_RUB,270,54,0.2,20,13.44227682906245
low_p20_60_and_regret__h-03__x-050bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,3,50,UZS_RUB,270,53,0.1962962962962963,22,10.224781913879726
low_p20_60_and_regret__h-03__x-100bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,3,100,AMD_RUB,270,71,0.26296296296296295,21,12.606911494010916
low_p20_60_and_regret__h-03__x-100bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,3,100,KGS_RUB,270,80,0.2962962962962963,18,14.86225846659917
low_p20_60_and_regret__h-03__x-100bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,3,100,KZT_RUB,270,53,0.1962962962962963,15,5.748280058428236
low_p20_60_and_regret__h-03__x-100bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,3,100,TJS_RUB,270,75,0.2777777777777778,16,13.44227682906245
low_p20_60_and_regret__h-03__x-100bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,3,100,UZS_RUB,270,69,0.25555555555555554,20,10.224781913879726
regret_max__h-05__x-025bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,5,25,AMD_RUB,270,118,0.43703703703703706,39,37.522764843164765
regret_max__h-05__x-025bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,5,25,KGS_RUB,270,115,0.42592592592592593,38,38.00494261938306
regret_max__h-05__x-025bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,5,25,KZT_RUB,270,122,0.45185185185185184,45,47.35984665571077
regret_max__h-05__x-025bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,5,25,TJS_RUB,270,122,0.45185185185185184,35,37.716186097377516
regret_max__h-05__x-025bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,5,25,UZS_RUB,270,126,0.4666666666666667,44,42.415738483395856
regret_max__h-05__x-050bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,5,50,AMD_RUB,270,151,0.5592592592592592,33,37.522764843164765
regret_max__h-05__x-050bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,5,50,KGS_RUB,270,150,0.5555555555555556,31,38.00494261938306
regret_max__h-05__x-050bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,5,50,KZT_RUB,270,137,0.5074074074074074,43,47.35984665571077
regret_max__h-05__x-050bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,5,50,TJS_RUB,270,144,0.5333333333333333,30,37.716186097377516
regret_max__h-05__x-050bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,5,50,UZS_RUB,270,140,0.5185185185185185,38,42.415738483395856
regret_max__h-05__x-100bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,5,100,AMD_RUB,270,194,0.7185185185185186,29,37.522764843164765
regret_max__h-05__x-100bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,5,100,KGS_RUB,270,188,0.6962962962962963,28,38.00494261938306
regret_max__h-05__x-100bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,5,100,KZT_RUB,270,181,0.6703703703703704,37,47.35984665571077
regret_max__h-05__x-100bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,5,100,TJS_RUB,270,190,0.7037037037037037,29,37.716186097377516
regret_max__h-05__x-100bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,5,100,UZS_RUB,270,176,0.6518518518518519,29,42.415738483395856
near_local_min__h-05__x-025bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,5,25,AMD_RUB,270,43,0.15925925925925927,33,37.522764843164765
near_local_min__h-05__x-025bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,5,25,KGS_RUB,270,48,0.17777777777777778,31,38.00494261938306
near_local_min__h-05__x-025bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,5,25,KZT_RUB,270,47,0.17407407407407408,35,47.35984665571077
near_local_min__h-05__x-025bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,5,25,TJS_RUB,270,37,0.13703703703703704,28,37.716186097377516
near_local_min__h-05__x-025bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,5,25,UZS_RUB,270,48,0.17777777777777778,37,42.415738483395856
near_local_min__h-05__x-050bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,5,50,AMD_RUB,270,73,0.27037037037037037,41,37.522764843164765
near_local_min__h-05__x-050bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,5,50,KGS_RUB,270,77,0.2851851851851852,40,38.00494261938306
near_local_min__h-05__x-050bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,5,50,KZT_RUB,270,66,0.24444444444444444,40,47.35984665571077
near_local_min__h-05__x-050bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,5,50,TJS_RUB,270,64,0.23703703703703705,36,37.716186097377516
near_local_min__h-05__x-050bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,5,50,UZS_RUB,270,66,0.24444444444444444,39,42.415738483395856
near_local_min__h-05__x-100bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,5,100,AMD_RUB,270,133,0.4925925925925926,46,37.522764843164765
near_local_min__h-05__x-100bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,5,100,KGS_RUB,270,135,0.5,37,38.00494261938306
near_local_min__h-05__x-100bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,5,100,KZT_RUB,270,113,0.4185185185185185,44,47.35984665571077
near_local_min__h-05__x-100bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,5,100,TJS_RUB,270,122,0.45185185185185184,39,37.716186097377516
near_local_min__h-05__x-100bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,5,100,UZS_RUB,270,106,0.3925925925925926,40,42.415738483395856
centered_mean_benefit__h-05__x-025bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,5,25,AMD_RUB,270,97,0.3592592592592593,47,37.522764843164765
centered_mean_benefit__h-05__x-025bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,5,25,KGS_RUB,270,97,0.3592592592592593,47,38.00494261938306
centered_mean_benefit__h-05__x-025bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,5,25,KZT_RUB,270,105,0.3888888888888889,51,47.35984665571077
centered_mean_benefit__h-05__x-025bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,5,25,TJS_RUB,270,96,0.35555555555555557,46,37.716186097377516
centered_mean_benefit__h-05__x-025bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,5,25,UZS_RUB,270,99,0.36666666666666664,45,42.415738483395856
centered_mean_benefit__h-05__x-050bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,5,50,AMD_RUB,270,59,0.21851851851851853,38,37.522764843164765
centered_mean_benefit__h-05__x-050bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,5,50,KGS_RUB,270,60,0.2222222222222222,36,38.00494261938306
centered_mean_benefit__h-05__x-050bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,5,50,KZT_RUB,270,71,0.26296296296296295,43,47.35984665571077
centered_mean_benefit__h-05__x-050bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,5,50,TJS_RUB,270,64,0.23703703703703705,35,37.716186097377516
centered_mean_benefit__h-05__x-050bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,5,50,UZS_RUB,270,75,0.2777777777777778,39,42.415738483395856
centered_mean_benefit__h-05__x-100bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,5,100,AMD_RUB,270,21,0.07777777777777778,16,37.522764843164765
centered_mean_benefit__h-05__x-100bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,5,100,KGS_RUB,270,20,0.07407407407407407,16,38.00494261938306
centered_mean_benefit__h-05__x-100bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,5,100,KZT_RUB,270,32,0.11851851851851852,24,47.35984665571077
centered_mean_benefit__h-05__x-100bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,5,100,TJS_RUB,270,26,0.0962962962962963,16,37.716186097377516
centered_mean_benefit__h-05__x-100bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,5,100,UZS_RUB,270,28,0.1037037037037037,21,42.415738483395856
future_median_benefit__h-05__x-025bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,5,25,AMD_RUB,270,100,0.37037037037037035,38,37.522764843164765
future_median_benefit__h-05__x-025bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,5,25,KGS_RUB,270,92,0.34074074074074073,34,38.00494261938306
future_median_benefit__h-05__x-025bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,5,25,KZT_RUB,270,111,0.4111111111111111,38,47.35984665571077
future_median_benefit__h-05__x-025bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,5,25,TJS_RUB,270,107,0.3962962962962963,38,37.716186097377516
future_median_benefit__h-05__x-025bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,5,25,UZS_RUB,270,109,0.40370370370370373,40,42.415738483395856
future_median_benefit__h-05__x-050bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,5,50,AMD_RUB,270,77,0.2851851851851852,34,37.522764843164765
future_median_benefit__h-05__x-050bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,5,50,KGS_RUB,270,74,0.2740740740740741,32,38.00494261938306
future_median_benefit__h-05__x-050bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,5,50,KZT_RUB,270,86,0.31851851851851853,35,47.35984665571077
future_median_benefit__h-05__x-050bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,5,50,TJS_RUB,270,88,0.32592592592592595,37,37.716186097377516
future_median_benefit__h-05__x-050bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,5,50,UZS_RUB,270,89,0.3296296296296296,35,42.415738483395856
future_median_benefit__h-05__x-100bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,5,100,AMD_RUB,270,49,0.1814814814814815,21,37.522764843164765
future_median_benefit__h-05__x-100bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,5,100,KGS_RUB,270,44,0.16296296296296298,19,38.00494261938306
future_median_benefit__h-05__x-100bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,5,100,KZT_RUB,270,53,0.1962962962962963,25,47.35984665571077
future_median_benefit__h-05__x-100bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,5,100,TJS_RUB,270,50,0.18518518518518517,22,37.716186097377516
future_median_benefit__h-05__x-100bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,5,100,UZS_RUB,270,60,0.2222222222222222,29,42.415738483395856
stable_80pct__h-05__x-025bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,5,25,AMD_RUB,270,155,0.5740740740740741,32,37.522764843164765
