corridor,date,index,rule,priority
UZS_RUB,2026-05-08,9362,Смена направления,2
UZS_RUB,2026-05-13,9364,Необычное движение за 5 обновлений,3
UZS_RUB,2026-05-21,9370,Необычное движение за 5 обновлений,3
UZS_RUB,2026-06-04,9380,Смена направления,2
UZS_RUB,2026-06-10,9384,Смена направления,2
UZS_RUB,2026-06-24,9393,Необычное движение за 5 обновлений,3
UZS_RUB,2026-07-08,9403,Смена направления,2
UZS_RUB,2026-08-05,9423,Необычное движение за 5 обновлений,3
UZS_RUB,2026-08-19,9433,Необычное движение за 5 обновлений,3
UZS_RUB,2026-08-28,9440,Смена направления,2
