date,comparison_date,corridor,rate,ret_5,movement_abs,historical_percentile_floor,calendar_span_days,direction,movement_context,broad_rub_return_5,corridor_specific_return_5,same_day_main_proxy,push_example
2019-02-19,2019-02-12,AMD_RUB,0.135822,0.013725621907257013,0.013725621907257013,0.009567979229496926,7,валюта получателя укрепилась,смешанное движение,0.009277773696426314,0.004447848210830699,False,С 12.02 Армянский драм заметно укрепился к рублю. Проверьте актуальные условия перевода.
2019-03-19,2019-03-12,AMD_RUB,0.133037,-0.01605674220460329,0.01605674220460329,0.010233208755358405,7,рубль укрепился,общее движение рубля,-0.017680761117962723,0.0016240189133594311,True,"С 12.03 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2019-03-29,2019-03-22,AMD_RUB,0.133254,0.015578080938952965,0.015578080938952965,0.01310400471271467,7,валюта получателя укрепилась,смешанное движение,0.009472610319624541,0.006105470619328424,False,С 22.03 Армянский драм заметно укрепился к рублю. Проверьте актуальные условия перевода.
2019-04-03,2019-03-27,AMD_RUB,0.134441,0.0182301528394202,0.0182301528394202,0.013715928658473287,7,валюта получателя укрепилась,общее движение рубля,0.016462802446172525,0.0017673503932476749,False,"С 27.03 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2019-04-30,2019-04-23,AMD_RUB,0.134355,0.015463800648481962,0.015463800648481962,0.013293079432490142,7,валюта получателя укрепилась,общее движение рубля,0.010574079763948863,0.0048897208845331,False,"С 23.04 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2019-05-07,2019-04-25,AMD_RUB,0.135761,0.022242803466684613,0.022242803466684613,0.01370623540968956,12,валюта получателя укрепилась,общее движение рубля,0.018159774791358812,0.004083028675325801,False,"С 25.04 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2019-06-04,2019-05-28,AMD_RUB,0.13643,0.015867579058667536,0.015867579058667536,0.012975542622225954,7,валюта получателя укрепилась,общее движение рубля,0.015424642226122979,0.0004429368325445573,False,"С 28.05 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2019-06-21,2019-06-14,AMD_RUB,0.132721,-0.017907222826529345,0.017907222826529345,0.012614458448616262,7,рубль укрепился,общее движение рубля,-0.016120011831080323,-0.0017872109954490227,False,"С 14.06 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2019-07-03,2019-06-26,AMD_RUB,0.132689,0.014007764259949873,0.014007764259949873,0.012614458448616262,7,валюта получателя укрепилась,смешанное движение,0.008241293233479219,0.005766471026470654,False,С 26.06 Армянский драм заметно укрепился к рублю. Проверьте актуальные условия перевода.
2019-07-09,2019-07-02,AMD_RUB,0.13404,0.012937549120367597,0.012937549120367597,0.012547474786340685,7,валюта получателя укрепилась,смешанное движение,0.008347358802753316,0.004590190317614281,False,С 02.07 Армянский драм заметно укрепился к рублю. Проверьте актуальные условия перевода.
2019-07-16,2019-07-09,AMD_RUB,0.131743,-0.017136675619218056,0.017136675619218056,0.012691544294515956,7,рубль укрепился,общее движение рубля,-0.014641894077664475,-0.0024947815415535812,False,"С 09.07 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2019-08-03,2019-07-27,AMD_RUB,0.13584,0.02449619886569332,0.02449619886569332,0.012467035255665527,7,валюта получателя укрепилась,общее движение рубля,0.019637881612751373,0.004858317252941946,False,"С 27.07 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2019-08-20,2019-08-13,AMD_RUB,0.139874,0.017813223116440957,0.017813223116440957,0.015931618288355032,7,валюта получателя укрепилась,общее движение рубля,0.01689792258189556,0.0009153005345453984,False,"С 13.08 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2019-09-11,2019-09-04,AMD_RUB,0.137405,-0.021944934798701632,0.021944934798701632,0.01727198511866264,7,рубль укрепился,общее движение рубля,-0.015357769795112977,-0.006587165003588654,False,"С 04.09 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2019-10-02,2019-09-25,AMD_RUB,0.136695,0.02093478325814835,0.02093478325814835,0.016492989893954025,7,валюта получателя укрепилась,общее движение рубля,0.016234411481376314,0.004700371776772034,False,"С 25.09 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2019-12-14,2019-12-07,AMD_RUB,0.130867,-0.01775836316828394,0.01775836316828394,0.009939289263722674,7,рубль укрепился,общее движение рубля,-0.014088868537303623,-0.003669494630980319,False,"С 07.12 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2019-12-26,2019-12-19,AMD_RUB,0.128576,-0.017956571219076234,0.017956571219076234,0.011121331460900219,7,рубль укрепился,общее движение рубля,-0.014578500704061007,-0.003378070515015227,False,"С 19.12 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2020-01-14,2019-12-28,AMD_RUB,0.127305,-0.01696498895769949,0.01696498895769949,0.01073297269595579,17,рубль укрепился,общее движение рубля,-0.012552508826991216,-0.004412480130708274,False,"С 28.12 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2020-01-22,2020-01-15,AMD_RUB,0.129337,0.010342699569575009,0.010342699569575009,0.009649330319605687,7,валюта получателя укрепилась,смешанное движение,0.004698945512161619,0.00564375405741339,False,С 15.01 Армянский драм заметно укрепился к рублю. Проверьте актуальные условия перевода.
2020-01-28,2020-01-21,AMD_RUB,0.130278,0.014728905574551865,0.014728905574551865,0.009649330319605687,7,валюта получателя укрепилась,смешанное движение,0.008557308283967687,0.006171597290584177,False,С 21.01 Армянский драм заметно укрепился к рублю. Проверьте актуальные условия перевода.
2020-02-06,2020-01-30,AMD_RUB,0.132025,0.012508244244366917,0.012508244244366917,0.011967149159911906,7,валюта получателя укрепилась,общее движение рубля,0.010474177912470331,0.002034066331896586,False,"С 30.01 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2020-02-14,2020-02-07,AMD_RUB,0.132849,0.01226769481632739,0.01226769481632739,0.012236703612380762,7,валюта получателя укрепилась,смешанное движение,0.008503513427929063,0.0037641813883983275,False,С 07.02 Армянский драм заметно укрепился к рублю. Проверьте актуальные условия перевода.
2020-02-22,2020-02-15,AMD_RUB,0.134521,0.014418327564494016,0.014418327564494016,0.012315804701935296,7,валюта получателя укрепилась,смешанное движение,0.009234874579566362,0.005183452984927653,False,С 15.02 Армянский драм заметно укрепился к рублю. Проверьте актуальные условия перевода.
2020-03-11,2020-03-03,AMD_RUB,0.150435,0.08470091139824643,0.08470091139824643,0.016965589955703964,8,валюта получателя укрепилась,общее движение рубля,0.09606056793385183,-0.011359656535605403,False,"С 03.03 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2020-03-19,2020-03-12,AMD_RUB,0.157658,0.06543672917722576,0.06543672917722576,0.021763026498748197,7,валюта получателя укрепилась,общее движение рубля,0.06562767977010779,-0.00019095059288203042,False,"С 12.03 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2020-04-07,2020-03-24,AMD_RUB,0.152434,-0.06945199040357497,0.06945199040357497,0.030862031995204476,14,рубль укрепился,общее движение рубля,-0.05142079997989805,-0.018031190423676922,False,"С 24.03 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2020-04-23,2020-04-16,AMD_RUB,0.16022,0.0554607677156278,0.0554607677156278,0.05172805453806786,7,валюта получателя укрепилась,общее движение рубля,0.04146410124337496,0.013996666472252839,False,"С 16.04 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2020-07-31,2020-07-24,AMD_RUB,0.151452,0.03617145007354705,0.03617145007354705,0.020243994646545492,7,валюта получателя укрепилась,общее движение рубля,0.038602318667730375,-0.0024308685941833233,False,"С 24.07 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2020-08-27,2020-08-20,AMD_RUB,0.155396,0.02969221084716578,0.02969221084716578,0.019884838837664412,7,валюта получателя укрепилась,общее движение рубля,0.028791957557997794,0.0009002532891679849,False,"С 20.08 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2020-09-03,2020-08-27,AMD_RUB,0.151785,-0.02323740636824634,0.02323740636824634,0.018940512185832016,7,рубль укрепился,общее движение рубля,-0.017216052017610856,-0.006021354350635482,False,"С 27.08 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2020-09-08,2020-09-01,AMD_RUB,0.1549,0.02190936739258098,0.02190936739258098,0.0192945517808234,7,валюта получателя укрепилась,общее движение рубля,0.023566510043076933,-0.0016571426504959526,False,"С 01.09 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2020-09-22,2020-09-15,AMD_RUB,0.156699,0.02201220943883553,0.02201220943883553,0.01963451613117644,7,валюта получателя укрепилась,общее движение рубля,0.0196962168246535,0.0023159926141820275,False,"С 15.09 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2020-09-29,2020-09-22,AMD_RUB,0.162119,0.03458860618127746,0.03458860618127746,0.020237571135669048,7,валюта получателя укрепилась,общее движение рубля,0.02613327585661403,0.008455330324663429,False,"С 22.09 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2020-10-24,2020-10-17,AMD_RUB,0.154694,-0.024425006464144583,0.024425006464144583,0.02205895237508182,7,рубль укрепился,общее движение рубля,-0.014623648528918953,-0.00980135793522563,False,"С 17.10 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2020-10-30,2020-10-23,AMD_RUB,0.160077,0.026680862253634974,0.026680862253634974,0.02192993580183189,7,валюта получателя укрепилась,общее движение рубля,0.017890804022269984,0.00879005823136499,False,"С 23.10 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2020-11-10,2020-10-31,AMD_RUB,0.15541,-0.03392843822264224,0.03392843822264224,0.02413855072129676,10,рубль укрепился,общее движение рубля,-0.01772118522934892,-0.016207252993293324,True,"С 31.10 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2020-11-26,2020-11-19,AMD_RUB,0.148715,-0.02752347571342617,0.02752347571342617,0.025292695559639894,7,рубль укрепился,выделяется валюта получателя,-0.0070626888768041685,-0.020460786836622002,False,С 19.11 рубль заметно укрепился к армянскому драму; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2020-12-08,2020-12-01,AMD_RUB,0.145804,-0.027571396177086482,0.027571396177086482,0.026832139478631948,7,рубль укрепился,общее движение рубля,-0.019338632899053205,-0.008232763278033278,False,"С 01.12 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2020-12-15,2020-12-08,AMD_RUB,0.139707,-0.04181641107239853,0.04181641107239853,0.029288994141602045,7,рубль укрепился,выделяется валюта получателя,-0.016968487181272824,-0.024847923891125705,False,С 08.12 рубль заметно укрепился к армянскому драму; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2021-01-27,2021-01-20,AMD_RUB,0.145607,0.03133521741286116,0.03133521741286116,0.02785887611018807,7,валюта получателя укрепилась,общее движение рубля,0.02714315994420639,0.00419205746865477,False,"С 20.01 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2021-02-10,2021-02-03,AMD_RUB,0.14157,-0.03304464236926952,0.03304464236926952,0.027710158215743564,7,рубль укрепился,общее движение рубля,-0.02274047295254637,-0.010304169416723147,False,"С 03.02 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2021-03-24,2021-03-17,AMD_RUB,0.142792,0.032360681338384545,0.032360681338384545,0.023872830959146923,7,валюта получателя укрепилась,общее движение рубля,0.03201124214670744,0.00034943919167710474,False,"С 17.03 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2021-04-14,2021-04-07,AMD_RUB,0.149571,0.044234998429155015,0.044234998429155015,0.021832960347765853,7,валюта получателя укрепилась,выделяется валюта получателя,0.014117132726264803,0.030117865702890212,False,С 07.04 армянский драм заметно укрепился к рублю; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2021-04-21,2021-04-14,AMD_RUB,0.145498,-0.027231214607109755,0.027231214607109755,0.026042949657880236,7,рубль укрепился,выделяется валюта получателя,-0.008614924291532359,-0.018616290315577398,False,С 14.04 рубль заметно укрепился к армянскому драму; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2021-04-29,2021-04-22,AMD_RUB,0.144033,-0.021501650837647213,0.021501650837647213,0.021072520341163938,7,рубль укрепился,общее движение рубля,-0.022511803704122053,0.00101015286647484,False,"С 22.04 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2021-06-12,2021-06-05,AMD_RUB,0.138037,-0.01999943203600907,0.01999943203600907,0.018172951338588605,7,рубль укрепился,общее движение рубля,-0.018899263899686696,-0.0011001681363223721,False,"С 05.06 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2021-06-22,2021-06-12,AMD_RUB,0.141406,0.02440649970660047,0.02440649970660047,0.017761671982349236,10,валюта получателя укрепилась,выделяется валюта получателя,0.008296068362107648,0.016110431344492825,False,С 12.06 армянский драм заметно укрепился к рублю; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2021-07-09,2021-07-02,AMD_RUB,0.15101,0.031989557777337474,0.031989557777337474,0.021636198352227923,7,валюта получателя укрепилась,общее движение рубля,0.029126062573130735,0.002863495204206739,False,"С 02.07 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2021-08-03,2021-07-27,AMD_RUB,0.149118,-0.019031517455973646,0.019031517455973646,0.01859788608801798,7,рубль укрепился,общее движение рубля,-0.01069025466277703,-0.008341262793196616,False,"С 27.07 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2021-09-22,2021-09-15,AMD_RUB,0.150653,0.02127933619859812,0.02127933619859812,0.017331610466201044,7,валюта получателя укрепилась,выделяется валюта получателя,0.0027871939486843558,0.018492142249913763,False,С 15.09 армянский драм заметно укрепился к рублю; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2021-10-06,2021-09-29,AMD_RUB,0.147873,-0.01612152020013846,0.01612152020013846,0.013498133045715633,7,рубль укрепился,выделяется валюта получателя,-0.0007998697780467653,-0.015321650422091696,False,С 29.09 рубль заметно укрепился к армянскому драму; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2021-10-13,2021-10-06,AMD_RUB,0.150345,0.016717047736909407,0.016717047736909407,0.014069186059267925,7,валюта получателя укрепилась,выделяется валюта получателя,-0.011112919818623316,0.02782996755553272,False,С 06.10 армянский драм заметно укрепился к рублю; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2021-10-27,2021-10-20,AMD_RUB,0.145782,-0.01870612071808886,0.01870612071808886,0.011980376668023807,7,рубль укрепился,общее движение рубля,-0.02028256291160498,0.0015764421935161206,False,"С 20.10 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2021-11-03,2021-10-27,AMD_RUB,0.149505,0.02553813227970525,0.02553813227970525,0.011369513091360275,7,валюта получателя укрепилась,общее движение рубля,0.026837456708733425,-0.001299324429028175,False,"С 27.10 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2021-11-16,2021-11-09,AMD_RUB,0.151992,0.014592205919656154,0.014592205919656154,0.012558051774443867,7,валюта получателя укрепилась,общее движение рубля,0.010040499947518397,0.004551705972137757,False,"С 09.11 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2021-11-24,2021-11-17,AMD_RUB,0.157014,0.0296607668649298,0.0296607668649298,0.01489806877575262,7,валюта получателя укрепилась,общее движение рубля,0.027207728496974354,0.002453038367955445,False,"С 17.11 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2021-12-01,2021-11-24,AMD_RUB,0.153902,-0.01981988867234752,0.01981988867234752,0.016224829943571994,7,рубль укрепился,выделяется валюта получателя,0.0037999437944525503,-0.023619832466800068,False,С 24.11 рубль заметно укрепился к армянскому драму; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2021-12-10,2021-12-03,AMD_RUB,0.148686,-0.02283123028391154,0.02283123028391154,0.018838790351030223,7,рубль укрепился,выделяется валюта получателя,-0.004552574768290592,-0.01827865551562095,False,С 03.12 рубль заметно укрепился к армянскому драму; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2021-12-31,2021-12-24,AMD_RUB,0.155164,0.04594601882061089,0.04594601882061089,0.018838790351030223,7,валюта получателя укрепилась,выделяется валюта получателя,0.011925280627417342,0.034020738193193546,False,С 24.12 армянский драм заметно укрепился к рублю; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2022-01-19,2022-01-12,AMD_RUB,0.158601,0.023106844967391016,0.023106844967391016,0.022244052456377707,7,валюта получателя укрепилась,общее движение рубля,0.02285409892115564,0.0002527460462353748,False,"С 12.01 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2022-01-26,2022-01-19,AMD_RUB,0.163667,0.03194179103536565,0.03194179103536565,0.025552860060918947,7,валюта получателя укрепилась,общее движение рубля,0.028874808944665247,0.003066982090700405,False,"С 19.01 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2022-02-03,2022-01-27,AMD_RUB,0.158354,-0.03114809263054863,0.03114809263054863,0.028871747247884195,7,рубль укрепился,общее движение рубля,-0.03345141635683776,0.002303323726289129,False,"С 27.01 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2022-02-23,2022-02-16,AMD_RUB,0.166638,0.05015786588017335,0.05015786588017335,0.029176103497932582,7,валюта получателя укрепилась,общее движение рубля,0.055729465715696,-0.0055715998355226545,False,"С 16.02 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2022-03-15,2022-03-05,AMD_RUB,0.223221,0.062390534572037915,0.062390534572037915,0.04528465078510391,10,валюта получателя укрепилась,общее движение рубля,0.08957726915320581,-0.027186734581167896,False,"С 05.03 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2022-03-25,2022-03-18,AMD_RUB,0.19572,-0.090275260060797,0.090275260060797,0.06299288731844746,7,рубль укрепился,общее движение рубля,-0.08674961238543351,-0.003525647675363494,False,"С 18.03 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2022-05-28,2022-05-21,AMD_RUB,0.148161,0.15481924893607069,0.15481924893607069,0.10402241549386133,7,валюта получателя укрепилась,общее движение рубля,0.13363694852939587,0.02118230040667482,False,"С 21.05 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2022-06-02,2022-05-26,AMD_RUB,0.137944,0.1043206071425713,0.1043206071425713,0.101457191072733,7,валюта получателя укрепилась,общее движение рубля,0.0939713737846865,0.010349233357884804,False,"С 26.05 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2022-07-06,2022-06-29,AMD_RUB,0.14358,0.10698205144020223,0.10698205144020223,0.07979080241753819,7,валюта получателя укрепилась,общее движение рубля,0.10089548006123865,0.006086571378963582,False,"С 29.06 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2022-07-28,2022-07-21,AMD_RUB,0.147652,0.11877917197066123,0.11877917197066123,0.09399304175023106,7,валюта получателя укрепилась,общее движение рубля,0.0995469853982874,0.01923218657237384,False,"С 21.07 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2022-10-07,2022-09-30,AMD_RUB,0.148605,0.05068723662999508,0.05068723662999508,0.033509938125730984,7,валюта получателя укрепилась,общее движение рубля,0.05882408887817866,-0.008136852248183578,False,"С 30.09 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2022-10-20,2022-10-13,AMD_RUB,0.152456,-0.03458145734784723,0.03458145734784723,0.032903041295762915,7,рубль укрепился,общее движение рубля,-0.03269695808202263,-0.0018844992658246032,False,"С 13.10 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2022-11-12,2022-11-04,AMD_RUB,0.152019,-0.03215147482953351,0.03215147482953351,0.030988382883003186,8,рубль укрепился,выделяется валюта получателя,-0.004306803373904211,-0.0278446714556293,True,С 04.11 рубль заметно укрепился к армянскому драму; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2022-12-08,2022-12-01,AMD_RUB,0.159045,0.03156740909857425,0.03156740909857425,0.03131387610902432,7,валюта получателя укрепилась,общее движение рубля,0.043994799525345574,-0.012427390426771323,False,"С 01.12 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2022-12-17,2022-12-10,AMD_RUB,0.163792,0.03792607425526118,0.03792607425526118,0.030650976312352387,7,валюта получателя укрепилась,общее движение рубля,0.03724534078427033,0.0006807334709908464,False,"С 10.12 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2023-01-12,2022-12-29,AMD_RUB,0.174311,-0.0389045416200301,0.0389045416200301,0.03123043126436058,14,рубль укрепился,выделяется валюта получателя,-0.017729944285249283,-0.021174597334780814,False,С 29.12 рубль заметно укрепился к армянскому драму; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2023-02-10,2023-02-03,AMD_RUB,0.184115,0.04105646465446067,0.04105646465446067,0.03123043126436058,7,валюта получателя укрепилась,общее движение рубля,0.03066870793138543,0.010387756723075237,False,"С 03.02 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2023-04-05,2023-03-29,AMD_RUB,0.204448,0.03643921727669075,0.03643921727669075,0.026236688649271183,7,валюта получателя укрепилась,общее движение рубля,0.040452309717906,-0.004013092441215248,False,"С 29.03 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2023-05-05,2023-04-27,AMD_RUB,0.202974,-0.03686937706411575,0.03686937706411575,0.03252621673926361,8,рубль укрепился,общее движение рубля,-0.03566194173772449,-0.001207435326391261,False,"С 27.04 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2023-05-17,2023-05-06,AMD_RUB,0.207014,0.04112413685581662,0.04112413685581662,0.03362747049416984,11,валюта получателя укрепилась,общее движение рубля,0.03300049219364191,0.00812364466217471,False,"С 06.05 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2023-06-15,2023-06-07,AMD_RUB,0.218119,0.03902308897854967,0.03902308897854967,0.03504608368189688,8,валюта получателя укрепилась,общее движение рубля,0.03931722650414874,-0.0002941375255990711,False,"С 07.06 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2023-06-30,2023-06-23,AMD_RUB,0.22529,0.040494730327634176,0.040494730327634176,0.03568821910097922,7,валюта получателя укрепилась,общее движение рубля,0.03565950066095088,0.004835229666683295,False,"С 23.06 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2023-08-04,2023-07-28,AMD_RUB,0.242838,0.04221422992077328,0.04221422992077328,0.03742635274809923,7,валюта получателя укрепилась,общее движение рубля,0.0335150431212489,0.008699186799524382,False,"С 28.07 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2023-08-15,2023-08-08,AMD_RUB,0.261348,0.044911340783239995,0.044911340783239995,0.037944875910173176,7,валюта получателя укрепилась,общее движение рубля,0.041530152390935195,0.0033811883923048,False,"С 08.08 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2023-10-04,2023-09-27,AMD_RUB,0.240096,-0.0327329275121766,0.0327329275121766,0.030190360717954428,7,рубль укрепился,выделяется валюта получателя,0.0275416416180414,-0.060274569130218,False,С 27.09 рубль заметно укрепился к армянскому драму; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2023-10-11,2023-10-04,AMD_RUB,0.251396,0.04706450753032132,0.04706450753032132,0.03653037090093656,7,валюта получателя укрепилась,выделяется валюта получателя,0.010554034998060033,0.036510472532261286,False,С 04.10 армянский драм заметно укрепился к рублю; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2023-10-19,2023-10-12,AMD_RUB,0.242419,-0.04172744342326318,0.04172744342326318,0.03819867133480633,7,рубль укрепился,общее движение рубля,-0.028266353473412293,-0.013461089949850884,False,"С 12.10 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2023-10-25,2023-10-18,AMD_RUB,0.232435,-0.04101874352764501,0.04101874352764501,0.04057914156602498,7,рубль укрепился,общее движение рубля,-0.03650505964965863,-0.0045136838779863755,False,"С 18.10 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2023-11-17,2023-11-10,AMD_RUB,0.220865,-0.032511706755093295,0.032511706755093295,0.03066926965595418,7,рубль укрепился,общее движение рубля,-0.026264986900821352,-0.006246719854271943,False,"С 10.11 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2023-12-07,2023-11-30,AMD_RUB,0.230173,0.042308563148123035,0.042308563148123035,0.03284585905123172,7,валюта получателя укрепилась,общее движение рубля,0.0364439624021707,0.005864600745952332,False,"С 30.11 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2024-03-20,2024-03-13,AMD_RUB,0.229831,0.020106435390877087,0.020106435390877087,0.01916158427613004,7,валюта получателя укрепилась,общее движение рубля,0.010833669319707159,0.009272766071169928,False,"С 13.03 рубль заметно ослаб сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2024-05-25,2024-05-18,AMD_RUB,0.231329,-0.014551960638139239,0.014551960638139239,0.014017070096951613,7,рубль укрепился,общее движение рубля,-0.01688540757255208,0.0023334469344128417,False,"С 18.05 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
2024-06-08,2024-06-01,AMD_RUB,0.228936,-0.01669930934955155,0.01669930934955155,0.014053628411692555,7,рубль укрепился,общее движение рубля,-0.013706139134875653,-0.0029931702146758967,False,"С 01.06 рубль заметно укрепился сразу к нескольким валютам, в том числе к армянскому драму. Проверьте актуальные условия перевода."
