date,comparison_date,corridor,rate,ret_5,movement_abs,historical_percentile_floor,calendar_span_days,direction,movement_context,broad_rub_return_5,corridor_specific_return_5,same_day_main_proxy,push_example
2020-09-09,2020-09-02,KGS_RUB,0.96454,0.028907419240250753,0.028907419240250753,0.021493371494805704,7,валюта получателя укрепилась,общее движение рубля,0.027088886184291134,0.0018185330559596195,False,"С 02.09 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2020-09-29,2020-09-22,KGS_RUB,0.98924,0.028705248139628603,0.028705248139628603,0.02212663755148081,7,валюта получателя укрепилась,общее движение рубля,0.02613327585661403,0.0025719722830145723,False,"С 22.09 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2020-10-22,2020-10-15,KGS_RUB,0.948296,-0.022139361454206474,0.022139361454206474,0.02212663755148081,7,рубль укрепился,выделяется валюта получателя,0.0042738835317327846,-0.02641324498593926,False,С 15.10 рубль заметно укрепился к кыргызскому сому; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2020-10-31,2020-10-24,KGS_RUB,0.971067,0.025717213114754056,0.025717213114754056,0.02214500094995837,7,валюта получателя укрепилась,общее движение рубля,0.031530326692929954,-0.005813113578175898,False,"С 24.10 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2020-11-07,2020-10-30,KGS_RUB,0.920268,-0.04675644572703541,0.04675644572703541,0.024794791852246978,8,рубль укрепился,выделяется валюта получателя,-0.014258077423049187,-0.032498368303986225,False,С 30.10 рубль заметно укрепился к кыргызскому сому; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2020-12-08,2020-12-01,KGS_RUB,0.875316,-0.02560020839061672,0.02560020839061672,0.024972278002017314,7,рубль укрепился,общее движение рубля,-0.019338632899053205,-0.006261575491563514,False,"С 01.12 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2020-12-22,2020-12-15,KGS_RUB,0.924993,0.07592856245550839,0.07592856245550839,0.027082110447477527,7,валюта получателя укрепилась,выделяется валюта получателя,0.024419449254413268,0.05150911320109512,False,С 15.12 кыргызский сом заметно укрепился к рублю; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2020-12-29,2020-12-22,KGS_RUB,0.88105,-0.04750630545312229,0.04750630545312229,0.02895819323907494,7,рубль укрепился,выделяется валюта получателя,-0.011191352243151561,-0.036314953209970725,False,С 22.12 рубль заметно укрепился к кыргызскому сому; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2021-01-29,2021-01-22,KGS_RUB,0.898336,0.0386251803618336,0.0386251803618336,0.03565207342145179,7,валюта получателя укрепилась,общее движение рубля,0.03680753044155879,0.0018176499202748123,False,"С 22.01 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2021-03-24,2021-03-17,KGS_RUB,0.888377,0.032847589417339895,0.032847589417339895,0.024537741415553673,7,валюта получателя укрепилась,общее движение рубля,0.03201124214670744,0.0008363472706324551,False,"С 17.03 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2021-04-08,2021-04-01,KGS_RUB,0.916857,0.028002583301378614,0.028002583301378614,0.02187554893867292,7,валюта получателя укрепилась,общее движение рубля,0.032790643428608046,-0.004788060127229432,False,"С 01.04 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2021-04-15,2021-04-08,KGS_RUB,0.892289,-0.026795890744140016,0.026795890744140016,0.02187554893867292,7,рубль укрепился,общее движение рубля,-0.02379843562947222,-0.0029974551146677957,False,"С 08.04 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2021-04-27,2021-04-20,KGS_RUB,0.881421,-0.019418696238413302,0.019418696238413302,0.018868534876906852,7,рубль укрепился,общее движение рубля,-0.015536603951119258,-0.0038820922872940446,False,"С 20.04 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2021-06-04,2021-05-28,KGS_RUB,0.866955,-0.019953516028604845,0.019953516028604845,0.017238041818382333,7,рубль укрепился,выделяется валюта получателя,-0.004127184752273694,-0.01582633127633115,False,С 28.05 рубль заметно укрепился к кыргызскому сому; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2021-06-10,2021-06-03,KGS_RUB,0.85146,-0.022251006790019234,0.022251006790019234,0.018923615073723313,7,рубль укрепился,общее движение рубля,-0.020045320001161954,-0.00220568678885728,False,"С 03.06 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2021-06-22,2021-06-12,KGS_RUB,0.865238,0.019991040694110396,0.019991040694110396,0.019415340553927816,10,валюта получателя укрепилась,выделяется валюта получателя,0.008296068362107648,0.011694972332002748,False,С 12.06 кыргызский сом заметно укрепился к рублю; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2021-07-03,2021-06-26,KGS_RUB,0.868057,0.018651361300596303,0.018651361300596303,0.017949980941385096,7,валюта получателя укрепилась,общее движение рубля,0.015353069723618459,0.003298291576977844,False,"С 26.06 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2021-07-09,2021-07-02,KGS_RUB,0.886452,0.030158012599636796,0.030158012599636796,0.017797352874943065,7,валюта получателя укрепилась,общее движение рубля,0.029126062573130735,0.0010319500265060615,False,"С 02.07 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2021-08-03,2021-07-27,KGS_RUB,0.861178,-0.020377844412188928,0.020377844412188928,0.01574114679192196,7,рубль укрепился,общее движение рубля,-0.01069025466277703,-0.009687589749411899,False,"С 27.07 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2021-09-03,2021-08-27,KGS_RUB,0.859757,-0.015530389776943099,0.015530389776943099,0.015286887688762763,7,рубль укрепился,общее движение рубля,-0.012054535348923054,-0.003475854428020045,False,"С 27.08 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2021-10-09,2021-10-02,KGS_RUB,0.848726,-0.012705200268016692,0.012705200268016692,0.009488085464282037,7,рубль укрепился,общее движение рубля,-0.0139147567336075,0.0012095564655908077,False,"С 02.10 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2021-10-16,2021-10-09,KGS_RUB,0.839791,-0.010527543635990955,0.010527543635990955,0.01032642893483331,7,рубль укрепился,смешанное движение,-0.007528304033959839,-0.002999239602031116,False,С 09.10 рубль заметно укрепился к кыргызскому сому. Проверьте актуальные условия перевода.
2021-10-20,2021-10-13,KGS_RUB,0.83665,-0.012652073294932231,0.012652073294932231,0.010420811002487063,7,рубль укрепился,смешанное движение,-0.007233821894767327,-0.0054182514001649045,False,С 13.10 рубль заметно укрепился к кыргызскому сому. Проверьте актуальные условия перевода.
2021-10-26,2021-10-19,KGS_RUB,0.826988,-0.014335841032829033,0.014335841032829033,0.010963209548787756,7,рубль укрепился,смешанное движение,-0.009898860608989072,-0.0044369804238399615,False,С 19.10 рубль заметно укрепился к кыргызскому сому. Проверьте актуальные условия перевода.
2021-11-02,2021-10-26,KGS_RUB,0.838013,0.01333151146086764,0.01333151146086764,0.010963209548787756,7,валюта получателя укрепилась,смешанное движение,0.00960672563198591,0.00372478582888173,False,С 26.10 Кыргызский сом заметно укрепился к рублю. Проверьте актуальные условия перевода.
2021-11-16,2021-11-09,KGS_RUB,0.85217,0.012458357293235967,0.012458357293235967,0.012375360608963116,7,валюта получателя укрепилась,общее движение рубля,0.010040499947518397,0.00241785734571757,False,"С 09.11 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2021-12-04,2021-11-27,KGS_RUB,0.869433,-0.02428642290090388,0.02428642290090388,0.017509509042053707,7,рубль укрепился,общее движение рубля,-0.0218592398114467,-0.0024271830894571807,False,"С 27.11 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2022-01-11,2021-12-25,KGS_RUB,0.885701,0.026441530447278483,0.026441530447278483,0.01776761368545179,17,валюта получателя укрепилась,общее движение рубля,0.026400346335682407,4.1184111596075795e-05,False,"С 25.12 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2022-01-19,2022-01-12,KGS_RUB,0.900097,0.020274061420680667,0.020274061420680667,0.019877139176078962,7,валюта получателя укрепилась,общее движение рубля,0.02285409892115564,-0.0025800375004749743,False,"С 12.01 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2022-01-26,2022-01-19,KGS_RUB,0.927155,0.030061204514624462,0.030061204514624462,0.020966270552224886,7,валюта получателя укрепилась,общее движение рубля,0.028874808944665247,0.001186395569959215,False,"С 19.01 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2022-02-03,2022-01-27,KGS_RUB,0.901694,-0.03117515786352132,0.03117515786352132,0.02397187639286451,7,рубль укрепился,общее движение рубля,-0.03345141635683776,0.0022762584933164395,False,"С 27.01 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2022-02-11,2022-02-04,KGS_RUB,0.880898,-0.02520162182738883,0.02520162182738883,0.024426687203730337,7,рубль укрепился,общее движение рубля,-0.021217568355102467,-0.003984053472286364,False,"С 04.02 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2022-02-23,2022-02-16,KGS_RUB,0.948038,0.05577098260720437,0.05577098260720437,0.024426687203730337,7,валюта получателя укрепилась,общее движение рубля,0.055729465715696,4.1516891508365517e-05,False,"С 16.02 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2022-03-10,2022-03-02,KGS_RUB,1.18824,0.10087459235102259,0.10087459235102259,0.029285540149015923,8,валюта получателя укрепилась,выделяется валюта получателя,0.2526594724458642,-0.1517848800948416,False,С 02.03 кыргызский сом заметно укрепился к рублю; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2022-03-17,2022-03-10,KGS_RUB,1.03915,-0.1254712852622365,0.1254712852622365,0.03122484365265601,7,рубль укрепился,общее движение рубля,-0.06792064545832399,-0.05755063980391251,False,"С 10.03 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2022-03-30,2022-03-23,KGS_RUB,0.903741,-0.11915223345256776,0.11915223345256776,0.08270472111550099,7,рубль укрепился,общее движение рубля,-0.1686216414815076,0.04946940802893984,False,"С 23.03 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2022-04-09,2022-04-02,KGS_RUB,0.807754,-0.16734889944222198,0.16734889944222198,0.10459464493573993,7,рубль укрепился,общее движение рубля,-0.10636379435405056,-0.06098510508817141,False,"С 02.04 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2022-04-15,2022-04-08,KGS_RUB,0.998255,0.19070509188630824,0.19070509188630824,0.11295308128438157,7,валюта получателя укрепилась,выделяется валюта получателя,0.062087175832349205,0.12861791605395903,False,С 08.04 кыргызский сом заметно укрепился к рублю; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2022-07-06,2022-06-29,KGS_RUB,0.735997,0.10462292582186694,0.10462292582186694,0.07493534142982253,7,валюта получателя укрепилась,общее движение рубля,0.10089548006123865,0.0037274457606282924,False,"С 29.06 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2022-07-14,2022-07-07,KGS_RUB,0.722874,-0.08651098842080385,0.08651098842080385,0.08231486692488844,7,рубль укрепился,общее движение рубля,-0.08038275658704834,-0.006128231833755507,False,"С 07.07 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2022-09-24,2022-09-17,KGS_RUB,0.712317,-0.03826981808166219,0.03826981808166219,0.03817457391072084,7,рубль укрепился,общее движение рубля,-0.04496623660713465,0.00669641852547246,False,"С 17.09 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2022-10-07,2022-09-30,KGS_RUB,0.748699,0.04563248489927019,0.04563248489927019,0.02896856867238227,7,валюта получателя укрепилась,общее движение рубля,0.05882408887817866,-0.013191603978908471,False,"С 30.09 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2022-11-12,2022-11-04,KGS_RUB,0.714323,-0.03680076589605119,0.03680076589605119,0.02476630995929612,8,рубль укрепился,выделяется валюта получателя,-0.004306803373904211,-0.03249396252214698,False,С 04.11 рубль заметно укрепился к кыргызскому сому; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2022-12-08,2022-12-01,KGS_RUB,0.740873,0.027678560282084375,0.027678560282084375,0.02558197887651846,7,валюта получателя укрепилась,смешанное движение,0.043994799525345574,-0.0163162392432612,False,С 01.12 Кыргызский сом заметно укрепился к рублю. Проверьте актуальные условия перевода.
2022-12-16,2022-12-09,KGS_RUB,0.756933,0.02762478193283857,0.02762478193283857,0.025573177018473423,7,валюта получателя укрепилась,общее движение рубля,0.03194998591507218,-0.004325203982233607,False,"С 09.12 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2023-01-12,2022-12-29,KGS_RUB,0.805558,-0.03232905410518805,0.03232905410518805,0.027164034705430985,14,рубль укрепился,общее движение рубля,-0.017729944285249283,-0.014599109819938765,False,"С 29.12 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2023-02-10,2023-02-03,KGS_RUB,0.840093,0.034150262632778094,0.034150262632778094,0.02763553760268773,7,валюта получателя укрепилась,общее движение рубля,0.03066870793138543,0.003481554701392664,False,"С 03.02 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2023-04-05,2023-03-29,KGS_RUB,0.907759,0.036065330533235906,0.036065330533235906,0.023723780148283247,7,валюта получателя укрепилась,общее движение рубля,0.040452309717906,-0.004386979184670091,False,"С 29.03 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2023-05-04,2023-04-26,KGS_RUB,0.90616,-0.027502022996696684,0.027502022996696684,0.024497229263793996,8,рубль укрепился,общее движение рубля,-0.02735650502798644,-0.00014551796871024522,False,"С 26.04 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2023-05-17,2023-05-06,KGS_RUB,0.914246,0.03903161943034572,0.03903161943034572,0.03304380926646467,11,валюта получателя укрепилась,общее движение рубля,0.03300049219364191,0.0060311272367038135,False,"С 06.05 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2023-06-15,2023-06-07,KGS_RUB,0.962723,0.03560805962860125,0.03560805962860125,0.033079374896030085,8,валюта получателя укрепилась,общее движение рубля,0.03931722650414874,-0.0037091668755474885,False,"С 07.06 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2023-06-30,2023-06-23,KGS_RUB,0.997792,0.04185626904290052,0.04185626904290052,0.034761538551868434,7,валюта получателя укрепилась,общее движение рубля,0.03565950066095088,0.006196768381949637,False,"С 23.06 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2023-08-04,2023-07-28,KGS_RUB,1.06846,0.03971196419014267,0.03971196419014267,0.03307140126347413,7,валюта получателя укрепилась,общее движение рубля,0.0335150431212489,0.006196921068893767,False,"С 28.07 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2023-08-15,2023-08-08,KGS_RUB,1.14467,0.04158439265858038,0.04158439265858038,0.035715543785092806,7,валюта получателя укрепилась,общее движение рубля,0.041530152390935195,5.42402676451878e-05,False,"С 08.08 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2023-10-04,2023-09-27,KGS_RUB,1.11901,0.03147871614770592,0.03147871614770592,0.03082226607751735,7,валюта получателя укрепилась,общее движение рубля,0.0275416416180414,0.003937074529664519,False,"С 27.09 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2023-10-13,2023-10-06,KGS_RUB,1.08775,-0.03192360406543149,0.03192360406543149,0.03170116659749209,7,рубль укрепился,общее движение рубля,-0.022725052189717876,-0.009198551875713612,False,"С 06.10 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2023-10-25,2023-10-18,KGS_RUB,1.04705,-0.039271459375143314,0.039271459375143314,0.033804924683951465,7,рубль укрепился,общее движение рубля,-0.03650505964965863,-0.002766399725484682,False,"С 18.10 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2023-11-16,2023-11-09,KGS_RUB,1.00165,-0.02960637854700121,0.02960637854700121,0.029366439269820924,7,рубль укрепился,общее движение рубля,-0.022973882463903268,-0.006632496083097943,False,"С 09.11 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2023-11-21,2023-11-14,KGS_RUB,0.993016,-0.037150087750768446,0.037150087750768446,0.029825864415144433,7,рубль укрепился,общее движение рубля,-0.02708567182734419,-0.010064415923424257,False,"С 14.11 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2023-12-07,2023-11-30,KGS_RUB,1.03877,0.04055976279200224,0.04055976279200224,0.03039448586682634,7,валюта получателя укрепилась,общее движение рубля,0.0364439624021707,0.004115800389831538,False,"С 30.11 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2024-01-12,2023-12-28,KGS_RUB,0.993974,-0.03503291070423076,0.03503291070423076,0.030306737420694785,15,рубль укрепился,общее движение рубля,-0.03454859469032497,-0.00048431601390578477,False,"С 28.12 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2024-01-17,2024-01-10,KGS_RUB,0.981295,-0.03088675350839931,0.03088675350839931,0.030306737420694785,7,рубль укрепился,общее движение рубля,-0.033858100356842925,0.0029713468484436137,False,"С 10.01 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2024-04-12,2024-04-05,KGS_RUB,1.05161,0.017936655438107296,0.017936655438107296,0.014430111418807946,7,валюта получателя укрепилась,общее движение рубля,0.012326315819034464,0.005610339619072832,False,"С 05.04 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2024-04-17,2024-04-10,KGS_RUB,1.05575,0.014471168167273785,0.014471168167273785,0.014430111418807946,7,валюта получателя укрепилась,смешанное движение,0.005537578497712599,0.008933589669561186,False,С 10.04 Кыргызский сом заметно укрепился к рублю. Проверьте актуальные условия перевода.
2024-04-25,2024-04-18,KGS_RUB,1.04113,-0.017579451951385106,0.017579451951385106,0.014507020943874016,7,рубль укрепился,общее движение рубля,-0.01819281091402695,0.0006133589626418461,False,"С 18.04 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2024-05-28,2024-05-21,KGS_RUB,1.00877,-0.018582116415500116,0.018582116415500116,0.013449114493078174,7,рубль укрепился,общее движение рубля,-0.023468537089745906,0.00488642067424579,False,"С 21.05 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2024-06-19,2024-06-11,KGS_RUB,0.993537,-0.028610676574110205,0.028610676574110205,0.011716388727869556,8,рубль укрепился,общее движение рубля,-0.027073050842527424,-0.0015376257315827813,False,"С 11.06 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2024-06-26,2024-06-19,KGS_RUB,1.00797,0.01452688727244178,0.01452688727244178,0.012988220070525448,7,валюта получателя укрепилась,выделяется валюта получателя,0.0028789289242234783,0.011647958348218301,False,С 19.06 кыргызский сом заметно укрепился к рублю; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2024-07-05,2024-06-28,KGS_RUB,1.02439,0.042306201294043166,0.042306201294043166,0.014482311988307383,7,валюта получателя укрепилась,общее движение рубля,0.04196313202256582,0.00034306927147734895,False,"С 28.06 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2024-07-26,2024-07-19,KGS_RUB,1.01437,-0.02110514938624264,0.02110514938624264,0.014559882177041206,7,рубль укрепился,общее движение рубля,-0.02733291074814907,0.00622776136190643,True,"С 19.07 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2024-08-06,2024-07-30,KGS_RUB,1.00526,-0.02406679287413216,0.02406679287413216,0.014992529729523524,7,рубль укрепился,выделяется валюта получателя,-0.010860348702582826,-0.013206444171549333,False,С 30.07 рубль заметно укрепился к кыргызскому сому; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2024-08-13,2024-08-06,KGS_RUB,1.05325,0.04773889342060755,0.04773889342060755,0.018670221125223943,7,валюта получателя укрепилась,общее движение рубля,0.0334866422613543,0.01425225115925325,False,"С 06.08 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2024-08-21,2024-08-14,KGS_RUB,1.05862,-0.02120105404280903,0.02120105404280903,0.020968633035214037,7,рубль укрепился,выделяется валюта получателя,-0.00567216840214646,-0.01552888564066257,False,С 14.08 рубль заметно укрепился к кыргызскому сому; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2024-09-04,2024-08-28,KGS_RUB,1.04733,-0.025304321929791707,0.025304321929791707,0.024975569614127783,7,рубль укрепился,общее движение рубля,-0.014857391084640756,-0.010446930845150951,False,"С 28.08 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2024-09-11,2024-09-04,KGS_RUB,1.0821,0.03319870527913826,0.03319870527913826,0.025965592858655417,7,валюта получателя укрепилась,общее движение рубля,0.03465666457655018,-0.0014579592974119163,False,"С 04.09 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2024-09-24,2024-09-17,KGS_RUB,1.10291,0.024571279936086876,0.024571279936086876,0.022345506114133357,7,валюта получателя укрепилась,общее движение рубля,0.021684829984624548,0.0028864499514623283,False,"С 17.09 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2024-10-04,2024-09-27,KGS_RUB,1.1251,0.025166745635455845,0.025166745635455845,0.021343880119073958,7,валюта получателя укрепилась,общее движение рубля,0.023364328779601557,0.0018024168558542879,False,"С 27.09 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2024-10-08,2024-10-01,KGS_RUB,1.13418,0.02446030168909763,0.02446030168909763,0.022345506114133357,7,валюта получателя укрепилась,общее движение рубля,0.021624978500771903,0.0028353231883257272,False,"С 01.10 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2024-11-23,2024-11-16,KGS_RUB,1.18585,0.02578630497214629,0.02578630497214629,0.01847008728966251,7,валюта получателя укрепилась,общее движение рубля,0.01748078073664794,0.008305524235498352,False,"С 16.11 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2024-12-05,2024-11-28,KGS_RUB,1.20088,-0.034941656755279826,0.034941656755279826,0.020780543355607865,7,рубль укрепился,общее движение рубля,-0.03323527887062209,-0.001706377884657738,False,"С 28.11 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2024-12-14,2024-12-07,KGS_RUB,1.18943,0.03843165329445353,0.03843165329445353,0.025290657502793936,7,валюта получателя укрепилась,общее движение рубля,0.032049318439024775,0.006382334855428752,False,"С 07.12 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2024-12-27,2024-12-20,KGS_RUB,1.14057,-0.04052189713478127,0.04052189713478127,0.032642686782670044,7,рубль укрепился,общее движение рубля,-0.044676962627490026,0.004155065492708755,False,"С 20.12 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2025-01-22,2025-01-15,KGS_RUB,1.14269,-0.033927393855362586,0.033927393855362586,0.03357627069841121,7,рубль укрепился,общее движение рубля,-0.025665083078708257,-0.00826231077665433,False,"С 15.01 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2025-02-13,2025-02-06,KGS_RUB,1.07545,-0.04087293093607314,0.04087293093607314,0.03884970206251908,7,рубль укрепился,общее движение рубля,-0.04156884738332541,0.0006959164472522747,False,"С 06.02 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2025-02-26,2025-02-19,KGS_RUB,0.99065,-0.051537607230392246,0.051537607230392246,0.04658630520073696,7,рубль укрепился,общее движение рубля,-0.05020845477932775,-0.0013291524510644984,False,"С 19.02 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2025-03-06,2025-02-27,KGS_RUB,1.02673,0.04492209365045441,0.04492209365045441,0.041507238703589154,7,валюта получателя укрепилась,общее движение рубля,0.05105670065273545,-0.006134607002281044,False,"С 27.02 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2025-03-15,2025-03-08,KGS_RUB,0.9785,-0.04000863354524753,0.04000863354524753,0.03890822897830682,7,рубль укрепился,общее движение рубля,-0.03602397928729506,-0.003984654257952469,False,"С 08.03 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2025-04-15,2025-04-08,KGS_RUB,0.946451,-0.04648152103390324,0.04648152103390324,0.040595110305359006,7,рубль укрепился,общее движение рубля,-0.029626760399340573,-0.016854760634562666,False,"С 08.04 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2025-07-26,2025-07-19,KGS_RUB,0.911257,0.017577575386704458,0.017577575386704458,0.011670155676401906,7,валюта получателя укрепилась,общее движение рубля,0.01878061989427719,-0.0012030445075727307,False,"С 19.07 рубль заметно ослаб сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
2025-08-06,2025-07-30,KGS_RUB,0.915369,-0.027888873549058557,0.027888873549058557,0.011670155676401906,7,рубль укрепился,общее движение рубля,-0.0269649491226418,-0.0009239244264167557,False,"С 30.07 рубль заметно укрепился сразу к нескольким валютам, в том числе к кыргызскому сому. Проверьте актуальные условия перевода."
